Wall time,Step,Value
1668795231.643659,0,0.6022256016731262
1668795282.9605594,10,0.6495530009269714
1668795332.4326563,20,0.662825345993042
1668795384.1704667,30,0.6744592785835266
1668795435.0295146,40,0.6758557558059692
1668795485.373667,50,0.6812988519668579
1668795534.4112937,60,0.6852024793624878
1668795586.089559,70,0.6881604790687561
1668795636.0297737,80,0.6855213642120361
1668795685.3222141,90,0.6866539716720581
1668795735.9188101,100,0.6889411807060242
1668795786.7506921,110,0.6915692687034607
1668795837.4961152,120,0.6946921348571777
1668795887.7341607,130,0.6920310854911804
1668795937.4070194,140,0.6930537223815918
1668795988.343543,150,0.6934825778007507
1668796038.7339537,160,0.6959017515182495
1668796089.5500565,170,0.6951540112495422
1668796140.0587943,180,0.6929437518119812
1668796190.359599,190,0.696319580078125
1668796241.0040236,200,0.6984858512878418
1668796292.3232617,210,0.6989916563034058
1668796341.9460185,220,0.6988816857337952
1668796391.9179323,230,0.6995304822921753
1668796442.3905067,240,0.6925039291381836
