,ids,pvalue_less,pvalue_greater
31533,110525,1.0,0.5162
31534,110526,1.0,1.0
31535,110527,0.8822,0.485
31536,110528,1.0,0.0001
31537,110529,1.0,1.0
31538,110530,1.0,1.0
31539,110531,1.0,1.0
31540,110532,0.0001,1.0
31541,110533,1.0,1.0
31542,110534,1.0,0.0001
31543,110535,1.0,1.0
31544,110536,0.9979,0.0079
31545,110537,0.0001,1.0
31546,110538,1.0,1.0
31547,110539,0.0001,1.0
31548,110540,1.0,0.4829
31549,110541,1.0,0.1214
31550,110542,0.9548,0.0718
31551,110543,0.0001,1.0
31552,110544,1.0,0.0001
31553,110545,0.9976,0.0097
31554,110546,0.9859,0.018
31555,110547,1.0,0.0001
31556,110548,1.0,1.0
31557,110549,1.0,1.0
31558,110550,1.0,0.0002
31559,110551,1.0,1.0
31560,110552,1.0,1.0
31561,110553,1.0,0.0001
31562,110554,1.0,1.0
31563,110555,1.0,1.0
31564,110556,1.0,1.0
31565,110557,0.9192,0.128
31566,110559,1.0,1.0
31567,110560,1.0,0.0001
31568,110561,1.0,1.0
31569,110562,0.9997,0.0003
31570,110563,1.0,1.0
31571,110564,1.0,1.0
31572,110565,1.0,0.0001
31573,110566,1.0,1.0
31574,110567,1.0,1.0
31575,110568,0.0001,1.0
31576,110569,1.0,1.0
31577,110570,0.0001,1.0
31578,110571,1.0,1.0
31579,110572,0.0001,1.0
31580,110573,1.0,0.0001
31581,110574,0.0001,1.0
31582,110575,1.0,1.0
31583,110576,1.0,1.0
31584,110577,1.0,1.0
31585,110578,1.0,1.0
31586,110579,1.0,1.0
31587,110580,1.0,1.0
31588,110581,0.0081,1.0
31589,110582,1.0,1.0
31590,110583,1.0,0.0002
31591,110584,1.0,0.0001
31592,110585,1.0,0.5308
31593,110586,1.0,0.0001
31594,110587,1.0,1.0
31595,110588,0.7386,0.5245
31596,110589,1.0,1.0
31597,110590,1.0,1.0
31598,110591,1.0,1.0
31599,110592,1.0,0.5025
31600,110593,0.0001,1.0
31601,110594,1.0,1.0
31602,110595,0.7633,0.731
31603,110596,1.0,1.0
31604,110597,1.0,1.0
31605,110598,0.9999,0.0001
31606,110599,1.0,1.0
31607,110600,1.0,0.0001
31608,110601,0.0001,1.0
31609,110602,1.0,1.0
31610,110605,0.5245,0.5623
31611,110606,0.4902,1.0
31612,110627,0.4995,1.0
31613,110640,1.0,1.0
31614,110649,1.0,1.0
31615,110657,0.0001,1.0
31616,110678,0.1211,1.0
31617,110683,1.0,0.037
31618,110713,0.0001,1.0
31619,110716,1.0,0.2798
31620,110768,1.0,1.0
31621,110772,1.0,0.0003
31622,110782,0.0001,1.0
31623,110785,1.0,1.0
31624,110791,1.0,0.2393
31625,110820,1.0,1.0
31626,110833,1.0,1.0
31627,110840,0.6969,0.6815
31628,110851,1.0,1.0
31629,110852,1.0,1.0
31630,110860,0.9329,0.1298
31631,110867,1.0,1.0
31632,110869,1.0,1.0
31633,110877,1.0,1.0
31634,110879,1.0,1.0
31635,110881,1.0,1.0
31636,110888,1.0,0.0001
31637,110893,1.0,1.0
31638,110913,1.0,0.0001
31639,110914,1.0,1.0
31640,110915,1.0,0.0022
31641,110916,1.0,1.0
31642,110917,0.0001,1.0
31643,110918,1.0,1.0
31644,110919,0.0001,1.0
31645,110922,1.0,1.0
31646,110923,1.0,1.0
31647,110924,1.0,0.0209
31648,110925,0.0013,0.9999
31649,110926,1.0,1.0
31650,110927,1.0,1.0
31651,110928,1.0,1.0
31652,110929,1.0,1.0
31653,110930,0.4834,1.0
31654,110933,0.0001,1.0
31655,110935,1.0,1.0
31656,110936,1.0,1.0
31657,110937,1.0,0.5095
31658,110938,1.0,1.0
31659,110941,1.0,1.0
31660,110942,1.0,1.0
31661,110943,1.0,1.0
31662,110944,0.9806,0.0295
31663,110945,0.992,0.0167
31664,110946,0.0029,0.9996
31665,110947,1.0,0.0001
31666,110948,1.0,1.0
31667,110949,1.0,1.0
31668,110950,1.0,1.0
31669,110951,1.0,1.0
31670,110952,1.0,0.0001
31671,110953,1.0,1.0
31672,110954,1.0,0.0001
31673,110955,1.0,1.0
31674,110956,0.0001,1.0
31675,110957,1.0,1.0
31676,110958,1.0,0.0001
31677,110959,1.0,1.0
31678,110960,0.8751,0.1646
31679,110961,0.0001,1.0
31680,110962,0.0001,1.0
31681,110963,1.0,1.0
31682,110964,1.0,1.0
31683,110965,1.0,0.0001
31684,110966,1.0,1.0
31685,110967,1.0,1.0
31686,110968,0.0423,1.0
31687,110969,1.0,1.0
31688,110970,1.0,1.0
31689,110971,0.0001,1.0
31690,110972,1.0,0.0001
31691,110973,1.0,1.0
31692,110974,1.0,1.0
31693,110975,1.0,1.0
31694,110976,1.0,1.0
31695,110977,1.0,1.0
31696,110978,1.0,1.0
31697,110979,1.0,1.0
31698,110980,1.0,0.2794
31699,110981,1.0,1.0
31700,110982,1.0,0.0001
31701,110983,1.0,1.0
31702,110984,1.0,1.0
31703,110985,1.0,0.0005
31704,110986,1.0,0.0601
31705,110987,1.0,1.0
31706,110988,0.9686,0.191
31707,110989,1.0,0.0003
31708,110990,0.0001,1.0
31709,110991,1.0,1.0
31710,110992,1.0,0.0001
31711,110993,1.0,1.0
31712,110994,1.0,1.0
31713,110995,0.0259,0.9983
31714,110996,1.0,1.0
31715,110997,1.0,0.0001
31716,110998,1.0,0.0001
31717,110999,1.0,1.0
31718,111000,1.0,1.0
31719,111001,1.0,0.0001
31720,111002,1.0,1.0
31721,111003,1.0,1.0
31722,111004,1.0,1.0
31723,111005,1.0,1.0
31724,111006,1.0,1.0
31725,111007,0.0002,1.0
31726,111008,1.0,1.0
31727,111009,1.0,1.0
31728,111010,0.0001,1.0
31729,111011,0.9974,0.0115
31730,111012,1.0,1.0
31731,111013,1.0,1.0
31732,111014,0.0001,1.0
31733,111015,0.0001,1.0
31734,111016,1.0,0.0001
31735,111017,0.0001,1.0
31736,111018,1.0,1.0
31737,111019,1.0,1.0
31738,111020,1.0,1.0
31739,111021,1.0,0.4766
31740,111022,0.2929,0.7947
31741,111023,0.3414,0.9256
31742,111024,1.0,0.0001
31743,111025,0.0007,0.9998
31744,111026,1.0,1.0
31745,111027,1.0,1.0
31746,111028,1.0,1.0
31747,111029,1.0,0.0001
31748,111030,0.0001,1.0
31749,111031,0.0001,1.0
31750,111032,1.0,1.0
31751,111033,0.0214,0.9891
31752,111034,0.0001,1.0
31753,111035,1.0,1.0
31754,111036,0.8864,0.2319
31755,111037,1.0,1.0
31756,111038,1.0,1.0
31757,111039,1.0,1.0
31758,111040,1.0,1.0
31759,111041,1.0,1.0
31760,111042,1.0,1.0
31761,111043,1.0,1.0
31762,111044,1.0,1.0
31763,111045,1.0,1.0
31764,111046,1.0,0.0001
31765,111047,0.1304,1.0
31766,111048,1.0,1.0
31767,111049,1.0,1.0
31768,111050,1.0,1.0
31769,111051,1.0,0.0001
31770,111052,0.9994,0.0011
31771,111053,1.0,1.0
31772,111054,1.0,1.0
31773,111055,0.0001,1.0
31774,111056,1.0,1.0
31775,111057,1.0,1.0
31776,111058,0.9827,0.083
31777,111059,0.0001,1.0
31778,111060,0.0029,0.9999
31779,111061,1.0,1.0
31780,111062,0.995,0.0362
31781,111063,1.0,1.0
31782,111064,1.0,0.4633
31783,111066,0.0001,1.0
31784,111067,1.0,1.0
31785,111068,1.0,1.0
31786,111069,1.0,1.0
31787,111070,1.0,1.0
31788,111071,1.0,1.0
31789,111072,0.0001,1.0
31790,111073,0.9683,0.0462
31791,111074,1.0,1.0
31792,111075,0.0001,1.0
31793,111076,1.0,0.0001
31794,111077,1.0,0.0069
31795,111078,0.0001,1.0
31796,111079,1.0,1.0
31797,111080,1.0,1.0
31798,111081,1.0,1.0
31799,111082,1.0,1.0
31800,111083,1.0,1.0
31801,111084,1.0,1.0
31802,111085,0.0001,1.0
31803,111086,1.0,1.0
31804,111087,0.0001,1.0
31805,111088,1.0,1.0
31806,111089,1.0,1.0
31807,111090,0.0001,1.0
31808,111091,1.0,1.0
31809,111092,1.0,1.0
31810,111093,0.0001,1.0
31811,111094,1.0,1.0
31812,111095,1.0,1.0
31813,111096,0.6732,0.5487
31814,111097,1.0,1.0
31815,111098,1.0,1.0
31816,111099,0.0001,1.0
31817,111100,1.0,1.0
31818,111101,1.0,1.0
31819,111102,1.0,1.0
31820,111103,1.0,1.0
31821,111104,1.0,1.0
31822,111105,1.0,0.0001
31823,111106,1.0,1.0
31824,111107,1.0,1.0
31825,111108,1.0,1.0
31826,111109,0.4928,0.8854
31827,111110,1.0,1.0
31828,111111,1.0,0.0001
31829,111112,1.0,1.0
31830,111113,0.998,0.0056
31831,111114,0.0001,1.0
31832,111115,0.0001,1.0
31833,111116,0.3561,0.8554
31834,111117,1.0,0.0001
31835,111118,1.0,1.0
31836,111119,0.3382,0.7192
31837,111626,1.0,1.0
31838,111743,1.0,1.0
31839,111755,1.0,1.0
31840,111775,1.0,1.0
31841,111778,1.0,1.0
31842,111796,1.0,1.0
31843,111809,1.0,1.0
31844,111817,1.0,1.0
31845,111820,1.0,1.0
31846,111823,1.0,0.0001
31847,111824,1.0,1.0
31848,111825,0.0001,0.9999
31849,111826,0.6066,0.4593
31850,111828,1.0,1.0
31851,111829,0.1137,0.9087
31852,111831,0.0211,0.9875
31853,111832,1.0,1.0
31854,111833,0.0001,1.0
31855,111834,1.0,0.0001
31856,111835,1.0,1.0
31857,111836,0.1201,0.9829
31858,111837,1.0,0.1434
31859,111838,1.0,1.0
31860,111839,1.0,1.0
31861,111840,1.0,0.0001
31862,111842,1.0,1.0
31863,111843,0.0001,1.0
31864,111844,1.0,1.0
31865,111845,0.0002,1.0
31866,111846,1.0,1.0
31867,111847,0.0001,1.0
31868,111848,0.0001,1.0
31869,111850,1.0,1.0
31870,111851,0.0001,1.0
31871,111852,1.0,1.0
31872,111853,1.0,1.0
31873,111854,1.0,0.2431
31874,111855,0.0001,1.0
31875,111856,1.0,1.0
31876,111858,1.0,1.0
31877,111859,0.838,0.2803
31878,111860,0.9965,0.0051
31879,111861,0.0001,1.0
31880,111862,1.0,1.0
31881,111864,1.0,0.233
31882,111865,0.9957,0.0226
31883,111866,1.0,1.0
31884,111867,1.0,1.0
31885,111868,0.9199,0.3674
31886,111869,0.0001,1.0
31887,111870,1.0,1.0
31888,111871,0.0001,1.0
31889,111872,0.0001,1.0
31890,111873,0.553,0.5103
31891,111874,1.0,0.0001
31892,111875,1.0,1.0
31893,111876,1.0,0.0001
31894,111877,0.5147,1.0
31895,111878,0.6872,0.6217
31896,111879,1.0,1.0
31897,111880,1.0,1.0
31898,111881,1.0,0.0031
31899,111882,1.0,1.0
31900,111883,1.0,1.0
31901,111884,1.0,0.5079
31902,111885,1.0,1.0
31903,111886,0.0331,1.0
31904,111887,1.0,0.0001
31905,111888,0.0001,1.0
31906,111889,1.0,1.0
31907,111890,1.0,1.0
31908,111891,1.0,1.0
31909,111892,1.0,0.0001
31910,111893,1.0,1.0
31911,111894,1.0,1.0
31912,111895,1.0,0.0025
31913,111896,1.0,0.0001
31914,111897,1.0,1.0
31915,111898,0.0001,1.0
31916,111899,0.1236,1.0
31917,111900,1.0,1.0
31918,111901,1.0,1.0
31919,111902,0.0001,1.0
31920,111903,1.0,0.0001
31921,111904,1.0,1.0
31922,111905,1.0,0.0001
31923,111906,1.0,0.0001
31924,111907,1.0,1.0
31925,111908,1.0,1.0
31926,111909,1.0,0.5032
31927,111910,1.0,1.0
31928,111912,1.0,1.0
31929,111913,1.0,1.0
31930,111914,1.0,1.0
31931,111915,1.0,1.0
31932,111916,0.5193,1.0
31933,111917,0.0001,1.0
31934,111918,0.0001,1.0
31935,111919,1.0,1.0
31936,111920,1.0,1.0
31937,111921,0.4668,1.0
31938,111923,1.0,0.0002
31939,111924,1.0,1.0
31940,111925,1.0,0.0001
31941,111926,1.0,1.0
31942,111927,1.0,1.0
31943,111928,0.0402,1.0
31944,111929,1.0,1.0
31945,111930,1.0,1.0
31946,111931,1.0,1.0
31947,111932,1.0,1.0
31948,111933,1.0,1.0
31949,111934,1.0,1.0
31950,111935,1.0,0.0001
31951,111936,1.0,1.0
31952,111937,1.0,0.0001
31953,111938,1.0,1.0
31954,111939,1.0,1.0
31955,111940,1.0,0.0001
31956,111941,1.0,1.0
31957,111942,1.0,1.0
31958,111946,1.0,1.0
31959,111948,0.9821,0.0532
31960,111952,1.0,1.0
31961,111957,1.0,1.0
31962,111960,0.0001,1.0
31963,111976,1.0,1.0
31964,111997,1.0,0.0001
31965,112015,0.0001,1.0
31966,112029,1.0,1.0
31967,112052,1.0,1.0
31968,112098,1.0,1.0
31969,112109,0.9427,0.0811
31970,112129,1.0,1.0
31971,112152,1.0,1.0
31972,112185,1.0,0.1263
31973,112199,1.0,1.0
31974,112203,1.0,1.0
31975,112206,1.0,0.0001
31976,112208,1.0,1.0
31977,112209,0.5102,1.0
31978,112210,1.0,1.0
31979,112212,1.0,1.0
31980,112213,1.0,1.0
31981,112214,1.0,1.0
31982,112215,1.0,1.0
31983,112216,1.0,1.0
31984,112217,1.0,0.5068
31985,112218,1.0,0.0001
31986,112221,1.0,1.0
31987,112222,1.0,0.0001
31988,112223,0.0001,1.0
31989,112224,1.0,1.0
31990,112225,1.0,0.0001
31991,112226,0.0001,1.0
31992,112227,1.0,0.0047
31993,112228,1.0,1.0
31994,112229,0.8684,0.2737
31995,112230,0.0001,1.0
31996,112231,1.0,1.0
31997,112232,0.0001,1.0
31998,112233,0.6942,0.383
31999,112234,1.0,0.4812
32000,112235,1.0,0.0001
32001,112236,1.0,1.0
32002,112237,1.0,0.0001
32003,112238,1.0,1.0
32004,112239,1.0,1.0
32005,112240,1.0,1.0
32006,112241,1.0,1.0
32007,112242,0.0021,0.9997
32008,112243,1.0,1.0
32009,112244,1.0,1.0
32010,112245,1.0,0.0001
32011,112246,1.0,0.0001
32012,112247,1.0,1.0
32013,112248,1.0,1.0
32014,112249,0.8492,0.2796
32015,112250,0.0616,0.9511
32016,112251,1.0,0.0025
32017,112252,0.4122,0.6628
32018,112253,1.0,1.0
32019,112254,1.0,1.0
32020,112255,0.0001,1.0
32021,112256,1.0,0.0001
32022,112257,1.0,1.0
32023,112258,1.0,1.0
32024,112259,1.0,1.0
32025,112260,0.9996,0.0004
32026,112261,1.0,1.0
32027,112262,1.0,1.0
32028,112263,1.0,1.0
32029,112264,0.8869,0.478
32030,112265,1.0,1.0
32031,112266,0.4793,1.0
32032,112267,1.0,1.0
32033,112268,1.0,1.0
32034,112269,0.1284,0.9572
32035,112270,0.0001,1.0
32036,112271,1.0,1.0
32037,112272,0.0001,1.0
32038,112273,1.0,1.0
32039,112274,1.0,1.0
32040,112275,0.0001,1.0
32041,112276,1.0,1.0
32042,112277,0.0001,1.0
32043,112278,1.0,0.0715
32044,112279,1.0,1.0
32045,112280,1.0,1.0
32046,112281,0.762,0.4112
32047,112282,1.0,0.0001
32048,112283,1.0,1.0
32049,112284,1.0,1.0
32050,112285,1.0,1.0
32051,112286,1.0,1.0
32052,112287,1.0,1.0
32053,112288,1.0,1.0
32054,112289,1.0,0.0331
32055,112290,1.0,1.0
32056,112291,1.0,1.0
32057,112292,1.0,1.0
32058,112293,1.0,1.0
32059,112294,0.0002,0.9998
32060,112295,0.2168,0.9623
32061,112296,1.0,0.114
32062,112297,0.0001,1.0
32063,112298,1.0,1.0
32064,112299,1.0,0.0001
32065,112300,1.0,1.0
32066,112301,0.1715,0.8712
32067,112302,0.0001,1.0
32068,112303,1.0,1.0
32069,112304,0.131,1.0
32070,112306,1.0,1.0
32071,112307,1.0,1.0
32072,112308,1.0,0.0001
32073,112309,0.0106,0.9944
32074,112310,1.0,1.0
32075,112311,1.0,1.0
32076,112312,1.0,1.0
32077,112313,1.0,0.2698
32078,112314,1.0,0.0001
32079,112315,0.0001,1.0
32080,112316,1.0,1.0
32081,112317,0.0001,1.0
32082,112318,0.1346,1.0
32083,112319,1.0,1.0
32084,112320,1.0,1.0
32085,112321,1.0,1.0
32086,112322,1.0,1.0
32087,112323,1.0,1.0
32088,112324,0.5177,1.0
32089,112325,1.0,1.0
32090,112326,1.0,1.0
32091,112327,1.0,1.0
32092,112328,0.0001,1.0
32093,112329,1.0,1.0
32094,112330,1.0,0.0001
32095,112331,1.0,0.0001
32096,112332,1.0,1.0
32097,112333,1.0,1.0
32098,112334,1.0,0.0023
32099,112335,1.0,0.0001
32100,112336,0.0001,1.0
32101,112337,1.0,1.0
32102,112338,1.0,1.0
32103,112339,1.0,1.0
32104,112340,1.0,0.0003
32105,112341,1.0,1.0
32106,112342,1.0,0.2525
32107,112343,1.0,1.0
32108,112344,1.0,1.0
32109,112345,1.0,0.0001
32110,112346,1.0,1.0
32111,112347,0.0001,1.0
32112,112348,0.0387,0.9904
32113,112349,1.0,0.0001
32114,112350,1.0,1.0
32115,112351,1.0,1.0
32116,112352,1.0,1.0
32117,112353,0.0001,1.0
32118,112354,0.0001,1.0
32119,112355,1.0,1.0
32120,112356,1.0,1.0
32121,112357,1.0,1.0
32122,112358,1.0,1.0
32123,112359,1.0,1.0
32124,112360,1.0,1.0
32125,112362,1.0,0.2478
32126,112364,0.0355,0.9823
32127,112365,1.0,0.0001
32128,112366,1.0,0.0001
32129,112367,1.0,1.0
32130,112368,1.0,1.0
32131,112369,1.0,1.0
32132,112370,0.2728,1.0
32133,112372,1.0,0.0001
32134,112373,0.7334,0.3091
32135,112374,1.0,1.0
32136,112375,1.0,0.2293
32137,112376,0.0505,0.9899
32138,112377,0.4119,0.6909
32139,112378,1.0,0.0001
32140,112379,1.0,1.0
32141,112380,1.0,1.0
32142,112381,1.0,0.0001
32143,112382,1.0,0.26
32144,112383,1.0,0.0001
32145,112384,1.0,1.0
32146,112385,1.0,1.0
32147,112386,1.0,0.0001
32148,112387,0.2461,1.0
32149,112388,1.0,1.0
32150,112389,1.0,1.0
32151,112390,0.8757,0.1529
32152,112391,1.0,1.0
32153,112392,1.0,0.0002
32154,112393,0.1113,1.0
32155,112394,0.2682,0.8549
32156,112395,1.0,1.0
32157,112396,1.0,1.0
32158,112397,1.0,1.0
32159,112398,1.0,1.0
32160,112399,1.0,1.0
32161,112400,0.0001,1.0
32162,112401,0.0001,1.0
32163,112402,1.0,1.0
32164,112403,1.0,1.0
32165,112404,0.1306,1.0
32166,112405,0.0001,1.0
32167,112406,1.0,1.0
32168,112407,1.0,1.0
32169,112408,1.0,0.0001
32170,112409,1.0,1.0
32171,112410,0.0002,1.0
32172,112411,1.0,1.0
32173,112412,1.0,1.0
32174,112413,0.5287,0.5552
32175,112414,0.0001,1.0
32176,112415,0.4739,0.6967
32177,112416,1.0,1.0
32178,112417,1.0,1.0
32179,112418,1.0,1.0
32180,112419,0.4984,1.0
32181,112420,0.6358,0.4983
32182,112421,1.0,1.0
32183,112422,1.0,0.0001
32184,112423,1.0,1.0
32185,112424,1.0,1.0
32186,112425,0.0001,1.0
32187,112426,1.0,0.0001
32188,112427,1.0,0.0001
32189,112428,1.0,1.0
32190,112429,0.0001,1.0
32191,112430,1.0,1.0
32192,112431,1.0,1.0
32193,112432,0.0001,1.0
32194,112433,1.0,1.0
32195,112434,1.0,0.0001
32196,112435,1.0,0.0001
32197,112436,0.9633,0.0657
32198,112437,0.0001,1.0
32199,112438,0.9938,0.0514
32200,112439,0.0001,1.0
32201,112440,0.2872,0.7904
32202,112441,0.4749,1.0
32203,112442,1.0,1.0
32204,112443,1.0,0.0001
32205,112444,1.0,0.1048
32206,112445,1.0,0.0002
32207,112884,1.0,1.0
32208,112915,1.0,1.0
32209,112929,0.0001,1.0
32210,113013,1.0,1.0
32211,113014,1.0,0.0001
32212,113115,1.0,1.0
32213,113117,0.9996,0.0072
32214,113119,1.0,0.0001
32215,113134,1.0,1.0
32216,113135,1.0,1.0
32217,113136,1.0,1.0
32218,113137,1.0,1.0
32219,113138,1.0,0.0001
32220,113139,1.0,1.0
32221,113140,1.0,1.0
32222,113141,0.0001,1.0
32223,113142,1.0,1.0
32224,113143,1.0,1.0
32225,113144,0.0037,1.0
32226,113145,1.0,1.0
32227,113146,1.0,1.0
32228,113147,1.0,0.0001
32229,113148,1.0,0.0001
32230,113149,0.5139,1.0
32231,113150,1.0,0.0001
32232,113151,1.0,1.0
32233,113152,0.6686,0.4951
32234,113153,0.0001,1.0
32235,113154,1.0,1.0
32236,113155,1.0,1.0
32237,113156,1.0,1.0
32238,113157,1.0,1.0
32239,113158,1.0,1.0
32240,113159,1.0,1.0
32241,113160,1.0,0.0001
32242,113161,1.0,1.0
32243,113162,1.0,1.0
32244,113163,1.0,0.0001
32245,113164,1.0,1.0
32246,113165,1.0,1.0
32247,113166,1.0,0.0001
32248,113167,1.0,1.0
32249,113168,0.0001,1.0
32250,113169,1.0,0.2546
32251,113170,1.0,1.0
32252,113171,0.0052,0.9981
32253,113172,1.0,1.0
32254,113173,1.0,1.0
32255,113174,0.0001,1.0
32256,113175,1.0,1.0
32257,113176,0.0001,1.0
32258,113177,0.03,1.0
32259,113178,1.0,1.0
32260,113179,0.1017,1.0
32261,113180,1.0,1.0
32262,113181,1.0,1.0
32263,113182,1.0,0.2144
32264,113183,0.0001,1.0
32265,113184,1.0,1.0
32266,113185,0.0001,1.0
32267,113186,0.0005,0.9998
32268,113187,1.0,1.0
32269,113188,1.0,1.0
32270,113189,0.6429,0.6619
32271,113190,1.0,1.0
32272,113191,0.8796,0.3634
32273,113192,1.0,1.0
32274,113193,0.5367,0.8645
32275,113194,1.0,1.0
32276,113195,1.0,1.0
32277,113196,1.0,0.0001
32278,113197,1.0,1.0
32279,113198,1.0,1.0
32280,113199,0.2268,1.0
32281,113200,0.1412,1.0
32282,113201,0.0001,1.0
32283,113202,1.0,1.0
32284,113203,1.0,1.0
32285,113204,0.1477,1.0
32286,113205,1.0,1.0
32287,113207,1.0,0.0001
32288,113208,0.0001,1.0
32289,113209,1.0,1.0
32290,113210,1.0,0.0001
32291,113211,1.0,0.0001
32292,113212,1.0,1.0
32293,113213,0.0001,1.0
32294,113214,1.0,1.0
32295,113215,1.0,1.0
32296,113216,0.0001,1.0
32297,113217,1.0,1.0
32298,113218,1.0,1.0
32299,113219,1.0,1.0
32300,113220,0.0001,1.0
32301,113221,1.0,1.0
32302,113222,1.0,0.0001
32303,113223,1.0,0.0001
32304,113224,0.0001,1.0
32305,113225,1.0,1.0
32306,113226,1.0,1.0
32307,113227,1.0,0.0001
32308,113228,1.0,1.0
32309,113229,0.0001,1.0
32310,113230,1.0,1.0
32311,113231,1.0,1.0
32312,113232,0.0001,1.0
32313,113233,1.0,0.0001
32314,113234,1.0,0.0001
32315,113235,1.0,1.0
32316,113236,1.0,1.0
32317,113237,1.0,1.0
32318,113238,1.0,1.0
32319,113239,1.0,1.0
32320,113240,1.0,1.0
32321,113242,1.0,1.0
32322,113243,0.0001,1.0
32323,113244,0.0638,1.0
32324,113245,1.0,1.0
32325,113246,0.0001,1.0
32326,113247,1.0,1.0
32327,113248,0.0001,1.0
32328,113249,1.0,0.0006
32329,113260,0.0001,1.0
32330,113269,1.0,0.0001
32331,113278,0.0021,0.9986
32332,113296,1.0,1.0
32333,113297,1.0,0.0004
32334,113308,1.0,1.0
32335,113313,0.52,1.0
32336,113317,1.0,0.0001
32337,113326,1.0,1.0
32338,113329,1.0,1.0
32339,113351,0.0001,1.0
32340,113361,0.9833,0.0607
32341,113362,0.8231,0.2772
32342,113363,1.0,0.0001
32343,113386,0.7717,0.5101
32344,113402,0.9838,0.0481
32345,113404,1.0,1.0
32346,113424,1.0,0.0001
32347,113466,1.0,0.0001
32348,113470,1.0,1.0
32349,113486,1.0,1.0
32350,113511,1.0,1.0
32351,113513,0.9998,0.0002
32352,113515,1.0,1.0
32353,113520,1.0,1.0
32354,113521,1.0,1.0
32355,113523,1.0,1.0
32356,113524,1.0,1.0
32357,113525,1.0,1.0
32358,113526,1.0,0.0001
32359,113527,0.4925,1.0
32360,113528,1.0,1.0
32361,113529,1.0,0.0001
32362,113530,1.0,1.0
32363,113531,1.0,1.0
32364,113532,0.0001,1.0
32365,113533,1.0,1.0
32366,113535,1.0,1.0
32367,113537,1.0,0.0001
32368,113538,1.0,1.0
32369,113539,1.0,1.0
32370,113540,1.0,1.0
32371,113541,1.0,1.0
32372,113544,0.5165,1.0
32373,113545,1.0,0.2413
32374,113547,1.0,1.0
32375,113548,1.0,1.0
32376,113549,1.0,0.0001
32377,113550,1.0,1.0
32378,113551,0.0001,1.0
32379,113552,1.0,1.0
32380,113553,1.0,0.0001
32381,113554,0.48,0.8813
32382,113555,1.0,1.0
32383,113556,1.0,1.0
32384,113557,1.0,0.0001
32385,113558,1.0,1.0
32386,113559,1.0,1.0
32387,113560,0.1346,1.0
32388,113561,0.0001,1.0
32389,113562,0.0001,1.0
32390,113563,1.0,0.0001
32391,113564,1.0,1.0
32392,113565,1.0,0.0001
32393,113566,1.0,1.0
32394,113567,1.0,0.0001
32395,113568,1.0,0.0001
32396,113569,1.0,1.0
32397,113570,1.0,1.0
32398,113571,0.8619,0.4339
32399,113572,0.0002,1.0
32400,113573,1.0,1.0
32401,113574,1.0,1.0
32402,113575,1.0,1.0
32403,113576,1.0,1.0
32404,113577,0.0001,1.0
32405,113578,0.0012,0.9994
32406,113579,1.0,1.0
32407,113580,1.0,1.0
32408,113581,1.0,1.0
32409,113582,1.0,1.0
32410,113583,0.0003,0.9998
32411,113584,1.0,1.0
32412,113585,1.0,1.0
32413,113586,1.0,1.0
32414,113587,1.0,1.0
32415,113588,1.0,0.0001
32416,113589,1.0,1.0
32417,113590,0.0001,1.0
32418,113591,1.0,0.0001
32419,113592,0.0001,1.0
32420,113593,1.0,1.0
32421,113594,1.0,0.1388
32422,113595,1.0,1.0
32423,113596,0.0001,1.0
32424,113597,0.0005,1.0
32425,113598,1.0,1.0
32426,113599,1.0,0.0001
32427,113600,1.0,1.0
32428,113601,1.0,1.0
32429,113602,0.0001,1.0
32430,113603,1.0,1.0
32431,113604,1.0,1.0
32432,113605,0.0001,1.0
32433,113606,1.0,1.0
32434,113607,1.0,1.0
32435,113608,1.0,0.0001
32436,113609,1.0,1.0
32437,113610,1.0,1.0
32438,113611,0.0001,1.0
32439,113612,1.0,1.0
32440,113613,1.0,1.0
32441,113614,1.0,0.0636
32442,113615,1.0,0.0001
32443,113616,1.0,0.2596
32444,113617,1.0,1.0
32445,113618,1.0,0.4865
32446,113619,1.0,1.0
32447,113620,1.0,0.0001
32448,113621,1.0,1.0
32449,113622,1.0,1.0
32450,113623,1.0,1.0
32451,113624,1.0,1.0
32452,113625,1.0,0.0001
32453,113626,0.0001,1.0
32454,113627,0.6367,0.6425
32455,113628,1.0,0.4802
32456,113629,1.0,1.0
32457,113630,1.0,1.0
32458,113631,1.0,1.0
32459,113632,1.0,0.0001
32460,113633,0.056,0.9582
32461,113634,0.2516,1.0
32462,113635,1.0,1.0
32463,113636,1.0,1.0
32464,113637,1.0,0.0002
32465,113638,1.0,1.0
32466,113639,1.0,1.0
32467,113640,1.0,1.0
32468,113641,1.0,1.0
32469,113642,0.0001,1.0
32470,113643,1.0,0.0001
32471,113644,1.0,0.1421
32472,113645,1.0,1.0
32473,113646,1.0,1.0
32474,113647,1.0,1.0
32475,113648,1.0,1.0
32476,113649,1.0,1.0
32477,113650,1.0,1.0
32478,113651,1.0,0.0001
32479,113652,1.0,1.0
32480,113653,1.0,1.0
32481,113654,0.8544,0.536
32482,113655,1.0,1.0
32483,113656,1.0,1.0
32484,113657,1.0,0.0001
32485,113658,1.0,1.0
32486,113659,1.0,1.0
32487,113660,1.0,0.5024
32488,113661,1.0,0.1385
32489,113662,1.0,1.0
32490,113663,1.0,0.0001
32491,113664,1.0,0.0001
32492,113665,1.0,1.0
32493,113666,1.0,0.0002
