,ids,pvalue_less,pvalue_greater
15195,53825,0.0001,1.0
15196,53826,1.0,1.0
15197,53827,0.0001,1.0
15198,53828,1.0,1.0
15199,53829,1.0,0.2875
15200,53830,1.0,1.0
15201,53831,1.0,1.0
15202,53832,0.0001,1.0
15203,53833,0.9997,0.004
15204,53834,0.3594,0.9202
15205,53835,0.2958,0.8544
15206,53836,1.0,1.0
15207,53838,1.0,1.0
15208,53839,1.0,0.0001
15209,53840,1.0,0.0001
15210,53841,1.0,1.0
15211,53842,1.0,1.0
15212,53843,1.0,1.0
15213,53844,1.0,1.0
15214,53845,1.0,1.0
15215,53846,1.0,0.0001
15216,53847,1.0,0.0001
15217,53848,1.0,1.0
15218,53849,1.0,1.0
15219,53850,1.0,1.0
15220,53851,1.0,1.0
15221,53852,0.9123,0.3842
15222,53854,0.9975,0.0212
15223,53855,1.0,1.0
15224,53856,0.0001,1.0
15225,53857,1.0,0.4759
15226,53858,1.0,1.0
15227,53859,1.0,1.0
15228,53860,1.0,0.4912
15229,53861,0.0001,1.0
15230,53862,1.0,1.0
15231,53863,1.0,1.0
15232,53864,1.0,1.0
15233,53865,1.0,1.0
15234,53866,1.0,1.0
15235,53867,1.0,1.0
15236,53868,0.0001,1.0
15237,53869,1.0,1.0
15238,53870,1.0,1.0
15239,53871,1.0,1.0
15240,53872,1.0,0.119
15241,53873,1.0,1.0
15242,53874,1.0,1.0
15243,53875,1.0,0.2495
15244,53876,0.8827,0.4861
15245,53877,1.0,1.0
15246,53878,0.0001,1.0
15247,53879,1.0,1.0
15248,53880,1.0,0.0001
15249,53881,0.4792,0.5767
15250,53882,0.0302,0.9918
15251,53883,0.9014,0.3322
15252,53884,0.0001,1.0
15253,53885,0.7236,0.5272
15254,53886,1.0,1.0
15255,53887,1.0,0.0003
15256,53888,1.0,1.0
15257,53889,0.659,0.6554
15258,53890,0.0001,1.0
15259,53891,1.0,1.0
15260,53892,1.0,1.0
15261,53894,1.0,1.0
15262,53895,1.0,1.0
15263,53896,1.0,1.0
15264,53897,1.0,1.0
15265,53898,1.0,1.0
15266,53899,0.04,0.988
15267,53900,0.0001,1.0
15268,53901,0.9651,0.1153
15269,53902,1.0,0.0001
15270,53903,1.0,0.0212
15271,53904,1.0,1.0
15272,53906,1.0,0.0001
15273,53907,1.0,0.5323
15274,53908,1.0,1.0
15275,53909,1.0,1.0
15276,53910,0.0001,1.0
15277,53911,1.0,0.1045
15278,53912,1.0,1.0
15279,53913,1.0,0.0001
15280,53914,1.0,1.0
15281,53915,1.0,1.0
15282,53916,1.0,1.0
15283,53917,0.0001,1.0
15284,53918,1.0,1.0
15285,53919,1.0,1.0
15286,53923,0.0001,1.0
15287,53944,0.3284,0.8436
15288,53969,0.0001,1.0
15289,53973,1.0,1.0
15290,53984,1.0,1.0
15291,53998,0.2739,1.0
15292,54008,1.0,1.0
15293,54014,1.0,1.0
15294,54032,0.0214,1.0
15295,54039,1.0,0.0001
15296,54055,1.0,0.0001
15297,54061,1.0,1.0
15298,54072,1.0,0.0001
15299,54077,1.0,0.0001
15300,54091,0.0001,1.0
15301,54113,1.0,1.0
15302,54114,1.0,1.0
15303,54118,0.7482,0.7456
15304,54127,1.0,1.0
15305,54137,0.7314,0.7647
15306,54149,0.1129,1.0
15307,54153,0.9996,0.003
15308,54155,1.0,1.0
15309,54161,1.0,1.0
15310,54163,1.0,1.0
15311,54164,0.0001,1.0
15312,54174,0.0003,1.0
15313,54180,1.0,1.0
15314,54190,1.0,1.0
15315,54196,0.9155,0.1126
15316,54210,0.0001,1.0
15317,54220,1.0,0.0001
15318,54221,1.0,1.0
15319,54222,1.0,1.0
15320,54223,1.0,0.0343
15321,54224,1.0,1.0
15322,54225,1.0,1.0
15323,54226,1.0,1.0
15324,54228,1.0,1.0
15325,54229,1.0,1.0
15326,54231,0.0001,1.0
15327,54232,1.0,0.0001
15328,54233,1.0,0.0001
15329,54234,1.0,1.0
15330,54235,1.0,0.0001
15331,54236,0.7776,0.726
15332,54237,0.0002,1.0
15333,54238,1.0,1.0
15334,54239,0.0001,1.0
15335,54240,1.0,1.0
15336,54241,1.0,1.0
15337,54242,1.0,0.239
15338,54243,1.0,1.0
15339,54244,1.0,1.0
15340,54245,0.7547,0.4076
15341,54246,1.0,1.0
15342,54247,1.0,1.0
15343,54248,0.2837,0.8145
15344,54249,1.0,0.2503
15345,54250,0.0001,1.0
15346,54251,0.0001,1.0
15347,54252,0.0001,1.0
15348,54253,0.0001,1.0
15349,54254,1.0,0.0001
15350,54255,1.0,1.0
15351,54256,0.0342,0.9877
15352,54257,1.0,1.0
15353,54258,0.5678,0.6296
15354,54259,1.0,1.0
15355,54260,0.8669,0.3386
15356,54261,1.0,1.0
15357,54262,0.001,1.0
15358,54263,1.0,1.0
15359,54264,1.0,1.0
15360,54265,0.0001,1.0
15361,54266,0.4876,1.0
15362,54267,1.0,1.0
15363,54268,1.0,1.0
15364,54269,1.0,0.2299
15365,54270,0.9999,0.0002
15366,54271,0.0006,0.9999
15367,54272,0.0001,1.0
15368,54273,1.0,1.0
15369,54274,1.0,1.0
15370,54275,0.0001,1.0
15371,54276,1.0,1.0
15372,54277,1.0,1.0
15373,54278,1.0,1.0
15374,54279,1.0,1.0
15375,54280,1.0,1.0
15376,54281,1.0,1.0
15377,54282,0.001,0.9996
15378,54283,0.8505,0.2071
15379,54284,0.876,0.1743
15380,54285,1.0,1.0
15381,54286,1.0,1.0
15382,54287,1.0,1.0
15383,54289,1.0,0.0001
15384,54290,1.0,0.0001
15385,54291,1.0,1.0
15386,54292,1.0,1.0
15387,54293,1.0,0.0001
15388,54294,0.9108,0.1814
15389,54295,0.1271,1.0
15390,54296,0.0001,1.0
15391,54297,1.0,1.0
15392,54298,1.0,1.0
15393,54299,1.0,1.0
15394,54300,1.0,1.0
15395,54301,1.0,1.0
15396,54302,1.0,1.0
15397,54303,0.0001,1.0
15398,54304,0.0007,0.9996
15399,54305,0.0001,1.0
15400,54306,0.0001,1.0
15401,54307,1.0,1.0
15402,54308,1.0,0.4894
15403,54309,1.0,1.0
15404,54311,1.0,1.0
15405,54312,1.0,1.0
15406,54313,0.0001,1.0
15407,54314,1.0,0.0001
15408,54315,0.0345,0.9903
15409,54316,1.0,1.0
15410,54317,1.0,1.0
15411,54318,0.4681,1.0
15412,54319,1.0,0.0001
15413,54320,1.0,1.0
15414,54321,1.0,1.0
15415,54322,1.0,0.0001
15416,54323,1.0,1.0
15417,54324,1.0,1.0
15418,54325,1.0,1.0
15419,54326,1.0,1.0
15420,54327,1.0,1.0
15421,54328,1.0,1.0
15422,54329,1.0,1.0
15423,54330,1.0,0.4817
15424,54331,1.0,0.13
15425,54332,1.0,1.0
15426,54333,1.0,1.0
15427,54334,0.4809,1.0
15428,54335,1.0,1.0
15429,54336,0.0001,1.0
15430,54337,0.5192,1.0
15431,54338,0.6592,0.7106
15432,54339,0.6319,0.4935
15433,54340,0.0001,1.0
15434,54341,1.0,0.5082
15435,54342,1.0,1.0
15436,54343,0.0001,1.0
15437,54344,1.0,1.0
15438,54345,1.0,1.0
15439,54346,1.0,1.0
15440,54347,1.0,1.0
15441,54348,0.0046,0.9981
15442,54349,1.0,1.0
15443,54350,1.0,1.0
15444,54351,1.0,1.0
15445,54352,1.0,1.0
15446,54353,1.0,1.0
15447,54354,1.0,1.0
15448,54355,0.8543,0.3602
15449,54356,1.0,1.0
15450,54357,1.0,0.0039
15451,54358,0.0308,1.0
15452,54359,0.0001,1.0
15453,54360,1.0,1.0
15454,54361,0.1015,0.9532
15455,54362,1.0,0.0001
15456,54363,1.0,1.0
15457,54364,0.9996,0.0071
15458,54365,1.0,1.0
15459,54366,1.0,1.0
15460,54367,1.0,0.4959
15461,54368,1.0,1.0
15462,54369,1.0,1.0
15463,54370,1.0,0.4838
15464,54371,0.0001,1.0
15465,54372,0.5212,1.0
15466,54373,0.0001,1.0
15467,54374,1.0,1.0
15468,54375,1.0,0.2429
15469,54376,0.0001,1.0
15470,54377,1.0,1.0
15471,54378,0.1621,1.0
15472,54379,1.0,1.0
15473,54380,0.0001,1.0
15474,54381,0.1435,1.0
15475,54382,1.0,0.0001
15476,54383,1.0,0.0001
15477,54384,1.0,0.0001
15478,54385,0.1928,0.8451
15479,54386,1.0,1.0
15480,54387,1.0,1.0
15481,54388,1.0,1.0
15482,54389,0.7522,0.4661
15483,54390,1.0,0.0001
15484,54391,1.0,0.0075
15485,54392,0.9996,0.0009
15486,54393,1.0,0.0001
15487,54394,1.0,1.0
15488,54395,1.0,1.0
15489,54396,1.0,1.0
15490,54397,1.0,1.0
15491,54398,1.0,1.0
15492,54399,1.0,1.0
15493,54400,0.0001,1.0
15494,54401,1.0,1.0
15495,54402,1.0,1.0
15496,54403,0.1274,1.0
15497,54404,1.0,0.0001
15498,54405,1.0,1.0
15499,54406,1.0,1.0
15500,54407,1.0,1.0
15501,54408,1.0,1.0
15502,54409,1.0,1.0
15503,54410,1.0,1.0
15504,54412,1.0,1.0
15505,54413,1.0,1.0
15506,54414,0.9992,0.0021
15507,54415,0.0001,1.0
15508,54416,0.999,0.0027
15509,54417,1.0,0.0643
15510,54418,1.0,1.0
15511,54419,1.0,1.0
15512,54420,1.0,1.0
15513,54421,0.0001,1.0
15514,54422,1.0,0.0001
15515,54423,1.0,1.0
15516,54424,1.0,0.0037
15517,54425,0.0001,1.0
15518,54426,1.0,1.0
15519,54427,1.0,1.0
15520,54428,0.0001,1.0
15521,54429,1.0,0.0001
15522,54430,0.9923,0.0197
15523,54431,1.0,0.0001
15524,54432,0.0416,0.968
15525,54433,1.0,0.0001
15526,54434,1.0,0.0001
15527,54435,0.9997,0.0008
15528,54436,1.0,1.0
15529,54437,1.0,0.0001
15530,54438,1.0,1.0
15531,54439,1.0,1.0
15532,54440,1.0,0.4763
15533,54441,1.0,1.0
15534,54442,0.0001,1.0
15535,54443,1.0,0.0001
15536,54444,1.0,1.0
15537,54445,0.0001,1.0
15538,54446,1.0,1.0
15539,54447,1.0,1.0
15540,54448,1.0,1.0
15541,54449,1.0,0.4611
15542,54450,0.0001,1.0
15543,54451,1.0,0.0001
15544,54452,1.0,0.0001
15545,54453,1.0,1.0
15546,54454,0.9831,0.0435
15547,54455,1.0,1.0
15548,54456,1.0,1.0
15549,54457,1.0,1.0
15550,54458,1.0,0.0001
15551,54459,1.0,1.0
15552,54460,0.9999,0.0005
15553,54461,1.0,1.0
15554,54462,1.0,1.0
15555,54463,1.0,1.0
15556,54464,1.0,1.0
15557,54465,1.0,0.0001
15558,55017,0.0009,1.0
15559,55024,0.8243,0.3241
15560,55093,0.252,1.0
15561,55100,1.0,1.0
15562,55110,1.0,1.0
15563,55117,0.0002,1.0
15564,55120,1.0,1.0
15565,55129,1.0,1.0
15566,55130,1.0,0.4741
15567,55131,1.0,0.0004
15568,55135,1.0,0.0001
15569,55141,0.0001,1.0
15570,55144,0.0085,0.9993
15571,55149,1.0,1.0
15572,55150,1.0,1.0
15573,55151,1.0,1.0
15574,55155,1.0,1.0
15575,55156,1.0,0.4934
15576,55157,1.0,0.0001
15577,55158,1.0,1.0
15578,55159,1.0,1.0
15579,55160,1.0,1.0
15580,55161,1.0,0.0001
15581,55162,1.0,1.0
15582,55163,1.0,1.0
15583,55164,1.0,1.0
15584,55166,1.0,1.0
15585,55167,1.0,1.0
15586,55168,1.0,1.0
15587,55169,1.0,1.0
15588,55170,1.0,1.0
15589,55171,1.0,1.0
15590,55172,1.0,1.0
15591,55173,0.0001,1.0
15592,55174,1.0,1.0
15593,55175,0.1303,1.0
15594,55176,0.9998,0.0018
15595,55177,1.0,1.0
15596,55178,0.4919,0.8819
15597,55179,1.0,1.0
15598,55180,1.0,0.0001
15599,55181,1.0,1.0
15600,55182,1.0,1.0
15601,55183,0.341,0.7675
15602,55184,1.0,1.0
15603,55185,1.0,1.0
15604,55186,1.0,1.0
15605,55187,1.0,0.0001
15606,55188,1.0,1.0
15607,55189,1.0,1.0
15608,55190,1.0,0.0001
15609,55192,0.0001,1.0
15610,55193,1.0,0.0001
15611,55194,0.0001,1.0
15612,55195,1.0,0.2492
15613,55196,0.4989,1.0
15614,55197,1.0,1.0
15615,55198,1.0,0.0854
15616,55199,0.8925,0.182
15617,55200,0.064,0.9916
15618,55201,1.0,1.0
15619,55202,1.0,1.0
15620,55203,1.0,1.0
15621,55205,1.0,1.0
15622,55206,0.0001,1.0
15623,55207,1.0,1.0
15624,55208,1.0,1.0
15625,55209,1.0,0.0005
15626,55210,0.9954,0.0086
15627,55211,0.901,0.3308
15628,55212,1.0,0.0001
15629,55213,0.0001,1.0
15630,55214,1.0,0.0001
15631,55215,0.0001,1.0
15632,55216,1.0,1.0
15633,55217,1.0,1.0
15634,55218,1.0,0.0001
15635,55219,1.0,1.0
15636,55220,1.0,1.0
15637,55221,0.0001,1.0
15638,55222,1.0,1.0
15639,55223,1.0,1.0
15640,55224,1.0,1.0
15641,55225,1.0,1.0
15642,55226,1.0,1.0
15643,55227,1.0,1.0
15644,55228,1.0,1.0
15645,55229,1.0,1.0
15646,55230,1.0,0.0001
15647,55231,1.0,0.0001
15648,55232,0.4787,1.0
15649,55233,1.0,1.0
15650,55234,1.0,1.0
15651,55235,1.0,0.0001
15652,55236,1.0,1.0
15653,55237,0.0001,1.0
15654,55238,1.0,1.0
15655,55239,1.0,0.0001
15656,55240,0.9916,0.0239
15657,55241,1.0,0.1239
15658,55242,1.0,0.0175
15659,55243,0.0001,1.0
15660,55244,1.0,0.0001
15661,55245,1.0,1.0
15662,55246,1.0,1.0
15663,55247,1.0,1.0
15664,55248,1.0,1.0
15665,55249,1.0,1.0
15666,55250,1.0,1.0
15667,55251,1.0,0.0001
15668,55253,1.0,0.0001
15669,55254,1.0,1.0
15670,55255,1.0,0.0001
15671,55256,1.0,1.0
15672,55257,1.0,1.0
15673,55258,1.0,1.0
15674,55259,1.0,0.0001
15675,55260,1.0,1.0
15676,55261,0.2769,1.0
15677,55262,1.0,1.0
15678,55263,1.0,1.0
15679,55264,1.0,1.0
15680,55265,0.1232,1.0
15681,55266,1.0,1.0
15682,55267,0.0001,1.0
15683,55268,1.0,1.0
15684,55269,0.0001,1.0
15685,55270,1.0,1.0
15686,55271,0.0001,1.0
15687,55281,1.0,0.0001
15688,55289,1.0,0.1375
15689,55290,0.0001,1.0
15690,55291,1.0,1.0
15691,55317,1.0,1.0
15692,55333,1.0,1.0
15693,55351,1.0,0.0001
15694,55364,1.0,1.0
15695,55366,1.0,1.0
15696,55384,0.9431,0.3109
15697,55386,1.0,1.0
15698,55401,0.0001,1.0
15699,55434,1.0,1.0
15700,55444,1.0,1.0
15701,55448,1.0,1.0
15702,55466,0.9301,0.195
15703,55476,1.0,1.0
15704,55484,0.4833,1.0
15705,55499,1.0,1.0
15706,55508,1.0,1.0
15707,55509,0.0001,1.0
15708,55515,1.0,1.0
15709,55519,1.0,0.0001
15710,55522,0.2472,0.891
15711,55536,1.0,0.0001
15712,55539,0.0022,0.9998
15713,55550,1.0,1.0
15714,55565,0.0001,1.0
15715,55566,0.0001,1.0
15716,55567,0.7226,0.3303
15717,55568,1.0,1.0
15718,55569,1.0,1.0
15719,55570,1.0,1.0
15720,55571,0.9971,0.0033
15721,55572,0.0281,0.9922
15722,55574,1.0,0.0001
15723,55575,1.0,0.0001
15724,55576,1.0,1.0
15725,55577,1.0,0.0001
15726,55578,1.0,1.0
15727,55579,1.0,0.0001
15728,55580,0.0343,1.0
15729,55581,0.5152,1.0
15730,55583,1.0,1.0
15731,55584,1.0,0.0001
15732,55585,1.0,1.0
15733,55586,0.866,0.5272
15734,55587,1.0,1.0
15735,55588,1.0,1.0
15736,55589,1.0,1.0
15737,55590,0.0707,1.0
15738,55591,0.0001,1.0
15739,55592,1.0,1.0
15740,55593,1.0,1.0
15741,55594,0.512,1.0
15742,55595,0.4917,1.0
15743,55597,1.0,1.0
15744,55598,1.0,1.0
15745,55599,1.0,1.0
15746,55600,1.0,0.0001
15747,55601,0.5038,0.553
15748,55602,1.0,0.0001
15749,55603,0.9443,0.2221
15750,55604,1.0,1.0
15751,55605,1.0,1.0
15752,55606,1.0,1.0
15753,55607,1.0,1.0
15754,55608,1.0,0.0001
15755,55609,0.0001,1.0
15756,55610,0.0309,0.9779
15757,55611,1.0,1.0
15758,55612,1.0,1.0
15759,55613,1.0,1.0
15760,55614,0.0001,1.0
15761,55615,1.0,1.0
15762,55616,1.0,0.0001
15763,55617,0.0001,1.0
15764,55618,0.5462,1.0
15765,55619,0.0001,1.0
15766,55620,1.0,1.0
15767,55621,0.3408,0.892
15768,55622,0.0001,1.0
15769,55623,1.0,1.0
15770,55624,0.5305,0.8643
15771,55625,1.0,1.0
15772,55626,1.0,0.0001
15773,55627,1.0,0.0001
15774,55628,1.0,1.0
15775,55629,1.0,1.0
15776,55630,1.0,1.0
15777,55631,1.0,0.0001
15778,55632,1.0,1.0
15779,55633,1.0,1.0
15780,55634,0.0001,1.0
15781,55635,1.0,1.0
15782,55636,1.0,1.0
15783,55637,0.7685,0.3989
15784,55638,1.0,0.5028
15785,55639,1.0,1.0
15786,55640,1.0,1.0
15787,55641,1.0,0.0001
15788,55642,0.5028,0.6758
15789,55643,0.0001,1.0
15790,55644,0.0001,1.0
15791,55645,0.0001,1.0
15792,55646,1.0,1.0
15793,55647,1.0,1.0
15794,55648,1.0,0.0001
15795,55650,1.0,0.0001
15796,55651,1.0,1.0
15797,55653,1.0,1.0
15798,55654,1.0,1.0
15799,55655,1.0,0.0001
15800,55656,1.0,1.0
15801,55657,0.0001,1.0
15802,55658,1.0,1.0
15803,55659,0.4778,1.0
15804,55660,0.0004,1.0
15805,55661,1.0,1.0
15806,55662,1.0,1.0
15807,55663,1.0,1.0
15808,55664,1.0,1.0
15809,55665,1.0,1.0
15810,55666,0.1302,1.0
15811,55667,0.0001,1.0
15812,55668,0.532,1.0
15813,55669,1.0,1.0
15814,55670,1.0,1.0
15815,55671,1.0,1.0
15816,55672,0.3016,0.8593
15817,55673,1.0,1.0
15818,55674,0.0001,1.0
15819,55675,1.0,1.0
15820,55676,1.0,1.0
15821,55677,1.0,1.0
15822,55678,0.0001,1.0
15823,55679,1.0,1.0
15824,55681,0.0006,1.0
15825,55682,1.0,1.0
15826,55683,1.0,0.0001
15827,55684,1.0,1.0
15828,55685,0.0003,1.0
15829,55687,0.0001,1.0
15830,55688,0.0002,0.9997
15831,55689,0.991,0.0127
15832,55690,1.0,1.0
15833,55691,0.9978,0.0053
15834,55692,1.0,0.0001
15835,55693,0.1256,1.0
15836,55694,1.0,1.0
15837,55695,0.0001,1.0
15838,55696,1.0,0.0001
15839,55697,1.0,1.0
15840,55698,1.0,1.0
15841,55699,1.0,0.0001
15842,55700,0.0001,1.0
15843,55701,1.0,1.0
15844,55702,1.0,0.0001
15845,55703,1.0,1.0
15846,55704,1.0,1.0
15847,55706,1.0,1.0
15848,55707,1.0,1.0
15849,55708,1.0,1.0
15850,55709,1.0,1.0
15851,55710,1.0,1.0
15852,55711,1.0,1.0
15853,55712,1.0,0.0001
15854,55713,1.0,1.0
15855,55714,1.0,0.0001
15856,55715,1.0,0.1329
15857,55716,0.0001,1.0
15858,55717,0.036,1.0
15859,55718,0.0997,0.9707
15860,55719,1.0,1.0
15861,55720,1.0,0.0001
15862,55721,1.0,1.0
15863,55722,0.9966,0.0043
15864,55723,1.0,0.0001
15865,55724,0.0001,1.0
15866,55725,1.0,1.0
15867,55726,1.0,0.0001
15868,55727,1.0,1.0
15869,55728,1.0,1.0
15870,55729,1.0,1.0
15871,55730,1.0,1.0
15872,55731,0.0001,1.0
15873,55732,1.0,1.0
15874,55733,1.0,1.0
15875,55734,1.0,1.0
15876,55735,1.0,1.0
15877,55736,1.0,1.0
15878,55737,1.0,1.0
15879,55738,0.0001,1.0
15880,55739,0.999,0.0166
15881,55740,1.0,1.0
15882,55741,1.0,0.0161
15883,55742,1.0,1.0
15884,55743,1.0,1.0
15885,55744,1.0,1.0
15886,55745,1.0,1.0
15887,55746,1.0,1.0
15888,55747,1.0,1.0
15889,55748,1.0,1.0
15890,55749,0.2517,1.0
15891,55750,0.0001,1.0
15892,55751,1.0,1.0
15893,55752,1.0,0.5211
15894,55753,1.0,1.0
15895,55754,1.0,0.0001
15896,55755,1.0,1.0
15897,55756,1.0,0.5282
15898,55757,1.0,1.0
15899,55758,1.0,1.0
15900,55759,1.0,1.0
15901,55760,1.0,1.0
15902,55761,1.0,1.0
15903,55762,1.0,1.0
15904,55763,0.0032,1.0
15905,55764,1.0,1.0
15906,55765,1.0,1.0
15907,55766,0.0003,0.9999
15908,55767,1.0,1.0
15909,55768,1.0,1.0
15910,55769,1.0,1.0
15911,55770,1.0,1.0
15912,55771,1.0,1.0
15913,55772,1.0,1.0
15914,55773,1.0,0.0001
15915,55774,1.0,1.0
15916,55775,1.0,1.0
15917,55776,1.0,1.0
15918,55777,0.0001,1.0
15919,55778,1.0,1.0
15920,55779,1.0,1.0
15921,55780,1.0,1.0
15922,55781,1.0,1.0
15923,55782,1.0,1.0
15924,55783,0.0001,1.0
15925,55784,0.0001,1.0
15926,55785,1.0,0.0154
15927,55786,1.0,1.0
15928,55787,1.0,1.0
15929,55788,1.0,1.0
15930,55789,0.3706,0.8812
15931,55790,0.0257,1.0
15932,55791,1.0,1.0
15933,55792,1.0,1.0
15934,55793,1.0,1.0
15935,55794,1.0,1.0
15936,55795,0.0058,0.9957
15937,55796,1.0,0.0001
15938,55797,1.0,1.0
15939,55798,1.0,1.0
15940,55799,1.0,1.0
15941,55800,1.0,1.0
15942,55801,1.0,1.0
15943,56222,1.0,1.0
15944,56268,1.0,1.0
15945,56320,1.0,1.0
15946,56341,0.0001,1.0
15947,56356,1.0,1.0
15948,56384,0.0001,1.0
15949,56407,1.0,1.0
15950,56430,1.0,1.0
15951,56439,1.0,0.4764
15952,56442,1.0,1.0
15953,56445,0.4822,1.0
15954,56450,1.0,1.0
15955,56451,1.0,0.4871
15956,56452,0.2154,0.8551
15957,56453,1.0,1.0
15958,56454,1.0,1.0
15959,56455,1.0,0.1226
15960,56456,1.0,1.0
15961,56457,1.0,0.1168
15962,56458,1.0,0.0001
15963,56459,0.2697,0.8023
15964,56460,1.0,0.0001
15965,56461,0.1103,0.9878
15966,56462,0.0026,1.0
15967,56463,1.0,1.0
15968,56464,0.4988,1.0
15969,56465,1.0,1.0
15970,56466,1.0,1.0
15971,56467,1.0,1.0
15972,56468,1.0,1.0
15973,56469,0.0716,1.0
15974,56470,0.2686,0.8924
15975,56471,0.0001,1.0
15976,56472,0.9906,0.0385
15977,56473,1.0,1.0
15978,56474,1.0,0.0012
15979,56475,1.0,1.0
15980,56476,1.0,1.0
15981,56477,1.0,0.0001
15982,56478,1.0,1.0
15983,56479,0.2779,1.0
15984,56480,1.0,0.0002
15985,56481,1.0,0.0001
15986,56482,1.0,0.0001
15987,56483,0.8872,0.4826
15988,56484,1.0,1.0
15989,56485,1.0,1.0
15990,56486,1.0,0.0001
15991,56487,1.0,1.0
15992,56488,0.0009,0.9998
15993,56489,0.0001,1.0
15994,56490,1.0,1.0
15995,56491,0.0001,1.0
15996,56492,1.0,1.0
15997,56493,1.0,1.0
15998,56494,1.0,1.0
15999,56495,0.4936,1.0
16000,56496,0.1087,1.0
16001,56497,1.0,1.0
16002,56498,1.0,1.0
16003,56499,1.0,1.0
16004,56500,1.0,1.0
16005,56501,1.0,1.0
16006,56502,0.9791,0.08
16007,56503,1.0,1.0
16008,56504,1.0,0.0001
16009,56505,1.0,0.0001
16010,56506,1.0,1.0
16011,56507,0.001,0.9994
16012,56508,1.0,0.0001
16013,56509,0.0001,1.0
16014,56510,0.5039,1.0
16015,56511,1.0,1.0
16016,56512,1.0,1.0
16017,56513,0.0001,1.0
16018,56515,1.0,1.0
16019,56516,1.0,1.0
16020,56517,1.0,0.0001
16021,56518,1.0,1.0
16022,56519,1.0,1.0
16023,56520,1.0,0.0001
16024,56521,1.0,1.0
16025,56522,1.0,1.0
16026,56523,1.0,1.0
16027,56524,1.0,0.0699
16028,56525,1.0,0.0294
16029,56526,0.0705,1.0
16030,56527,1.0,0.0001
16031,56528,1.0,1.0
16032,56529,0.0001,1.0
16033,56530,0.7532,0.4315
16034,56531,1.0,1.0
16035,56532,1.0,0.0001
16036,56533,1.0,1.0
16037,56534,0.9407,0.3204
16038,56535,0.0001,1.0
16039,56536,1.0,1.0
16040,56537,0.9978,0.014
16041,56538,0.0001,1.0
16042,56539,1.0,0.0001
16043,56540,1.0,0.0001
16044,56541,0.0001,1.0
16045,56542,0.4858,1.0
16046,56543,1.0,1.0
16047,56544,1.0,1.0
16048,56545,0.4956,1.0
16049,56546,1.0,0.0001
16050,56547,1.0,0.0001
16051,56548,1.0,1.0
16052,56549,0.0001,1.0
16053,56568,1.0,1.0
16054,56576,1.0,1.0
16055,56580,1.0,0.0006
16056,56588,1.0,1.0
16057,56602,1.0,1.0
16058,56604,1.0,0.4849
16059,56607,1.0,1.0
16060,56612,1.0,1.0
16061,56613,0.0008,0.9995
16062,56620,0.3724,0.8778
16063,56627,0.0001,1.0
16064,56658,1.0,0.0001
16065,56662,0.9998,0.0006
16066,56666,1.0,1.0
16067,56672,1.0,1.0
16068,56675,0.9798,0.0456
16069,56683,1.0,1.0
16070,56685,1.0,1.0
16071,56690,0.0001,1.0
16072,56695,1.0,1.0
16073,56712,0.9862,0.063
16074,56717,0.297,0.935
16075,56725,1.0,1.0
16076,56727,0.0001,1.0
16077,56733,1.0,1.0
16078,56747,1.0,0.0001
16079,56769,1.0,0.0001
16080,56786,1.0,0.5133
16081,56793,1.0,1.0
16082,56797,1.0,1.0
16083,56801,1.0,0.0001
16084,56807,1.0,1.0
16085,56808,0.0001,1.0
16086,56809,1.0,1.0
16087,56825,0.0021,0.9994
16088,56834,1.0,1.0
16089,56835,1.0,1.0
16090,56836,1.0,0.0001
16091,56837,0.5326,1.0
16092,56838,1.0,1.0
16093,56839,0.0001,1.0
16094,56840,1.0,1.0
16095,56841,1.0,0.0001
16096,56842,1.0,1.0
16097,56843,0.0001,1.0
16098,56844,1.0,1.0
16099,56845,0.0001,1.0
16100,56846,1.0,1.0
16101,56847,0.9188,0.249
16102,56848,0.0697,1.0
16103,56849,0.0001,1.0
16104,56850,1.0,1.0
16105,56851,1.0,0.0001
16106,56852,1.0,0.0001
16107,56853,0.4442,0.6694
16108,56854,0.9999,0.0006
16109,56855,1.0,0.0001
16110,56856,0.0001,1.0
16111,56857,1.0,0.0001
16112,56858,1.0,1.0
16113,56860,1.0,1.0
16114,56861,1.0,1.0
16115,56862,1.0,1.0
16116,56863,1.0,1.0
16117,56864,0.0475,0.9838
16118,56865,1.0,1.0
16119,56866,1.0,0.0638
16120,56867,1.0,1.0
16121,56868,1.0,1.0
16122,56869,1.0,1.0
16123,56870,1.0,0.4926
16124,56871,0.4885,1.0
16125,56872,1.0,1.0
16126,56873,1.0,1.0
16127,56874,1.0,1.0
16128,56875,1.0,0.0001
16129,56876,1.0,1.0
16130,56877,1.0,1.0
16131,56878,1.0,1.0
16132,56879,0.9847,0.1182
16133,56880,1.0,1.0
16134,56881,1.0,1.0
16135,56882,1.0,1.0
16136,56883,1.0,1.0
16137,56884,1.0,1.0
16138,56885,1.0,0.0004
16139,56886,1.0,1.0
16140,56887,1.0,1.0
16141,56888,1.0,1.0
16142,56889,0.0001,1.0
16143,56890,1.0,0.0001
16144,56891,1.0,1.0
16145,56892,1.0,1.0
16146,56893,1.0,1.0
16147,56894,1.0,1.0
16148,56895,1.0,0.0001
16149,56896,1.0,0.5058
16150,56897,1.0,0.0001
16151,56898,1.0,1.0
16152,56899,1.0,1.0
16153,56900,0.3565,0.7903
16154,56901,1.0,1.0
