ids,pvalue_less,pvalue_greater
2072,1.0,1.0
2073,0.000999000999000999,1.0
2074,0.000999000999000999,1.0
2075,1.0,1.0
2076,1.0,1.0
2078,0.001998001998001998,1.0
2079,1.0,1.0
2080,1.0,1.0
2081,0.000999000999000999,1.0
2082,0.000999000999000999,1.0
2083,0.000999000999000999,1.0
2084,0.000999000999000999,1.0
2085,1.0,1.0
2086,1.0,1.0
2087,1.0,1.0
2088,0.26373626373626374,1.0
2089,1.0,1.0
2090,1.0,1.0
2091,1.0,1.0
2092,1.0,1.0
2093,0.000999000999000999,1.0
2095,0.24775224775224775,1.0
2096,0.6883116883116883,0.6543456543456544
2097,0.25574425574425574,1.0
2098,1.0,0.000999000999000999
2099,1.0,1.0
2100,1.0,1.0
2101,0.24075924075924077,1.0
2102,1.0,0.000999000999000999
2103,1.0,0.000999000999000999
2104,1.0,1.0
2105,0.02097902097902098,1.0
2106,1.0,1.0
2107,0.06993006993006994,1.0
2108,0.000999000999000999,1.0
2109,1.0,1.0
2110,0.000999000999000999,1.0
2111,0.000999000999000999,1.0
2112,1.0,1.0
2117,1.0,1.0
2128,0.000999000999000999,1.0
2156,0.04595404595404595,1.0
2158,0.000999000999000999,1.0
2182,0.000999000999000999,1.0
2184,1.0,1.0
2187,0.013986013986013986,1.0
2202,0.000999000999000999,1.0
2208,1.0,1.0
2218,1.0,1.0
2231,1.0,1.0
2243,0.001998001998001998,1.0
2244,1.0,1.0
2245,1.0,1.0
2250,0.47652347652347654,1.0
2259,1.0,1.0
2262,0.001998001998001998,1.0
2266,1.0,1.0
2278,0.000999000999000999,1.0
2293,1.0,1.0
2294,1.0,1.0
2298,1.0,1.0
2318,1.0,1.0
2321,1.0,1.0
2347,1.0,1.0
2366,0.48451548451548454,1.0
2367,1.0,1.0
2368,1.0,1.0
2378,0.15184815184815184,1.0
2379,1.0,1.0
2381,0.48451548451548454,1.0
2383,1.0,1.0
2384,0.000999000999000999,1.0
2386,1.0,1.0
2387,0.5174825174825175,1.0
2388,0.004995004995004995,1.0
2389,0.000999000999000999,1.0
2390,1.0,1.0
2391,1.0,1.0
2392,0.5324675324675324,1.0
2393,1.0,1.0
2394,1.0,1.0
2395,1.0,1.0
2396,0.002997002997002997,1.0
2397,1.0,1.0
2398,0.000999000999000999,1.0
2402,1.0,0.000999000999000999
2403,1.0,1.0
2404,0.000999000999000999,1.0
2405,1.0,1.0
2408,1.0,1.0
2409,0.000999000999000999,1.0
2410,0.001998001998001998,1.0
2411,0.061938061938061936,1.0
2412,0.000999000999000999,1.0
2413,0.47152847152847155,1.0
2414,0.4835164835164835,1.0
2415,1.0,1.0
2416,1.0,1.0
2417,1.0,1.0
2418,1.0,1.0
2419,0.000999000999000999,1.0
2420,0.000999000999000999,1.0
2421,0.2937062937062937,1.0
2422,0.058941058941058944,1.0
2423,0.000999000999000999,1.0
2424,0.000999000999000999,1.0
2425,0.000999000999000999,1.0
2426,0.014985014985014986,1.0
2427,0.000999000999000999,1.0
2428,1.0,1.0
2429,0.003996003996003996,1.0
2430,0.13386613386613386,1.0
2431,1.0,1.0
2432,1.0,1.0
2433,1.0,1.0
2434,1.0,1.0
2435,1.0,1.0
2436,1.0,1.0
2437,1.0,1.0
2438,1.0,0.000999000999000999
2439,0.000999000999000999,1.0
2440,1.0,1.0
2441,0.4925074925074925,1.0
2442,1.0,1.0
2443,1.0,1.0
2444,1.0,1.0
2445,0.5084915084915085,1.0
2446,0.12387612387612387,1.0
2447,0.13086913086913088,1.0
2448,0.000999000999000999,1.0
2449,0.000999000999000999,1.0
2451,1.0,0.000999000999000999
2452,0.000999000999000999,1.0
2453,0.04895104895104895,1.0
2454,0.000999000999000999,1.0
2455,0.000999000999000999,1.0
2456,1.0,1.0
2457,0.000999000999000999,1.0
2458,0.000999000999000999,1.0
2459,0.01898101898101898,1.0
2460,0.06493506493506493,1.0
2461,0.004995004995004995,1.0
2462,0.002997002997002997,1.0
2463,0.4935064935064935,1.0
2464,0.27172827172827174,1.0
2465,1.0,1.0
2466,1.0,1.0
2467,0.5014985014985015,1.0
2468,0.11388611388611389,1.0
2469,1.0,1.0
2471,0.000999000999000999,1.0
2472,1.0,1.0
2473,1.0,1.0
2474,1.0,1.0
2475,1.0,1.0
2476,0.013986013986013986,1.0
2477,1.0,0.000999000999000999
2478,1.0,1.0
2479,1.0,1.0
2480,0.14385614385614387,1.0
2481,0.000999000999000999,1.0
2482,0.030969030969030968,1.0
2483,0.07392607392607392,1.0
2484,1.0,1.0
2485,0.5244755244755245,1.0
2486,1.0,1.0
2487,0.03796203796203796,1.0
2488,0.060939060939060936,1.0
2489,1.0,1.0
2490,0.000999000999000999,1.0
2491,1.0,1.0
2492,1.0,1.0
2493,0.000999000999000999,1.0
2494,1.0,1.0
2495,0.5224775224775224,1.0
2496,0.000999000999000999,1.0
2497,1.0,1.0
2498,0.000999000999000999,1.0
2499,1.0,1.0
2500,0.008991008991008992,1.0
2501,1.0,1.0
2502,0.000999000999000999,1.0
2503,1.0,1.0
2504,1.0,1.0
2505,0.4995004995004995,1.0
2506,1.0,1.0
2507,1.0,1.0
2508,0.007992007992007992,1.0
2509,1.0,1.0
2510,1.0,1.0
2511,0.000999000999000999,1.0
2512,1.0,1.0
2513,1.0,1.0
2514,0.4885114885114885,1.0
2515,1.0,1.0
2516,1.0,1.0
2517,0.000999000999000999,1.0
2518,0.24475524475524477,1.0
2519,1.0,1.0
2520,1.0,1.0
2521,1.0,0.000999000999000999
2522,0.08491508491508491,1.0
2523,0.000999000999000999,1.0
2524,0.2947052947052947,1.0
2525,0.05094905094905095,1.0
2526,1.0,1.0
2527,1.0,0.12387612387612387
2528,1.0,1.0
2529,1.0,1.0
2530,0.4945054945054945,1.0
2531,1.0,1.0
2532,1.0,1.0
2533,1.0,1.0
2534,0.000999000999000999,1.0
2535,1.0,1.0
2536,0.061938061938061936,1.0
2537,1.0,1.0
2538,1.0,1.0
2539,1.0,0.000999000999000999
2540,0.000999000999000999,1.0
2541,0.000999000999000999,1.0
2542,1.0,1.0
2543,0.46253746253746253,1.0
2544,1.0,1.0
2545,0.5044955044955045,1.0
2546,1.0,1.0
2547,0.000999000999000999,1.0
2548,1.0,1.0
2549,1.0,1.0
2550,0.4805194805194805,1.0
2551,0.000999000999000999,1.0
2552,1.0,1.0
2553,0.000999000999000999,1.0
2554,1.0,1.0
2555,1.0,1.0
2556,0.1008991008991009,1.0
2557,1.0,0.000999000999000999
2558,0.25074925074925075,1.0
2559,1.0,0.000999000999000999
2560,0.000999000999000999,1.0
2561,0.000999000999000999,1.0
2562,1.0,1.0
2563,0.2707292707292707,1.0
2564,1.0,1.0
2565,0.001998001998001998,1.0
2566,1.0,1.0
2567,0.000999000999000999,1.0
2568,0.000999000999000999,1.0
2569,1.0,1.0
2570,0.000999000999000999,1.0
2571,0.000999000999000999,1.0
2572,1.0,1.0
2573,0.000999000999000999,1.0
2574,1.0,0.000999000999000999
2575,0.26973026973026976,1.0
2576,1.0,0.4865134865134865
2577,0.5174825174825175,1.0
2578,0.22877122877122877,1.0
2579,1.0,1.0
2580,1.0,1.0
2581,1.0,1.0
2582,0.5134865134865135,1.0
2583,0.01998001998001998,1.0
2584,1.0,1.0
2585,1.0,1.0
2586,1.0,1.0
2588,0.000999000999000999,1.0
2589,0.014985014985014986,1.0
2590,0.000999000999000999,1.0
2591,1.0,1.0
2592,1.0,1.0
2593,0.000999000999000999,1.0
2594,0.001998001998001998,1.0
2595,1.0,1.0
2596,0.001998001998001998,1.0
2597,0.000999000999000999,1.0
2598,0.000999000999000999,1.0
2599,0.000999000999000999,1.0
2600,1.0,1.0
2601,0.001998001998001998,1.0
2602,0.27972027972027974,1.0
2603,0.000999000999000999,1.0
2604,1.0,0.5274725274725275
2605,0.000999000999000999,1.0
2606,1.0,1.0
2607,0.000999000999000999,1.0
2608,0.5194805194805194,1.0
2609,0.000999000999000999,1.0
2610,1.0,1.0
2611,0.002997002997002997,1.0
2612,0.4785214785214785,1.0
2613,0.5084915084915085,1.0
2614,0.4945054945054945,1.0
2615,0.000999000999000999,1.0
2616,1.0,1.0
2617,1.0,1.0
2618,1.0,1.0
2619,0.000999000999000999,1.0
2620,0.002997002997002997,1.0
2621,0.000999000999000999,1.0
2622,1.0,1.0
2623,0.000999000999000999,1.0
2624,1.0,1.0
2625,1.0,1.0
2626,1.0,1.0
2627,0.22977022977022976,1.0
2628,1.0,1.0
2629,1.0,1.0
2630,1.0,1.0
2979,1.0,1.0
3098,1.0,1.0
3102,1.0,1.0
3141,0.004995004995004995,1.0
3173,1.0,1.0
3200,1.0,1.0
3206,0.000999000999000999,1.0
3248,0.11188811188811189,1.0
3256,1.0,1.0
3262,0.000999000999000999,1.0
3271,1.0,1.0
3296,1.0,1.0
3297,1.0,1.0
3298,1.0,1.0
3299,0.46653346653346656,1.0
3300,1.0,1.0
3301,1.0,1.0
3302,1.0,1.0
3303,0.14685314685314685,1.0
3304,0.000999000999000999,1.0
3305,0.06293706293706294,1.0
3306,0.4985014985014985,1.0
3307,1.0,1.0
3308,0.4905094905094905,1.0
3309,1.0,1.0
3310,1.0,1.0
3311,1.0,1.0
3314,0.012987012987012988,1.0
3315,1.0,1.0
3316,1.0,1.0
3317,0.001998001998001998,1.0
3318,0.005994005994005994,1.0
3319,0.002997002997002997,1.0
3320,0.000999000999000999,1.0
3321,0.000999000999000999,1.0
3322,0.000999000999000999,1.0
3323,1.0,1.0
3324,0.000999000999000999,1.0
3325,1.0,1.0
3326,1.0,1.0
3327,1.0,1.0
3328,1.0,1.0
3329,1.0,1.0
3330,1.0,1.0
3331,1.0,1.0
3332,1.0,1.0
3334,0.4875124875124875,1.0
3335,0.5234765234765235,1.0
3336,0.000999000999000999,1.0
3337,1.0,1.0
3338,1.0,1.0
3339,1.0,1.0
3340,0.000999000999000999,1.0
3341,1.0,1.0
3342,1.0,1.0
3343,1.0,1.0
3344,1.0,1.0
3345,1.0,1.0
3346,1.0,1.0
3347,1.0,1.0
3348,0.25774225774225773,1.0
3349,1.0,1.0
3350,1.0,0.000999000999000999
3351,1.0,1.0
3352,1.0,1.0
3353,1.0,1.0
3354,1.0,1.0
3355,1.0,1.0
3356,1.0,1.0
3357,1.0,1.0
3358,0.000999000999000999,1.0
3359,0.000999000999000999,1.0
3360,1.0,1.0
3361,0.4935064935064935,1.0
3362,0.003996003996003996,1.0
3363,0.029970029970029972,1.0
3364,0.000999000999000999,1.0
3365,0.000999000999000999,1.0
3366,1.0,1.0
3367,1.0,1.0
3368,1.0,1.0
3369,0.000999000999000999,1.0
3370,1.0,1.0
3371,0.2787212787212787,0.7222777222777222
3372,0.008991008991008992,1.0
3373,0.002997002997002997,1.0
3374,1.0,1.0
3375,0.000999000999000999,1.0
3376,0.46853146853146854,1.0
3377,1.0,1.0
3378,0.46553446553446554,1.0
3379,0.025974025974025976,1.0
3380,1.0,1.0
3381,1.0,1.0
3382,1.0,1.0
3383,0.002997002997002997,1.0
3384,0.4785214785214785,1.0
3385,1.0,1.0
3386,0.25774225774225773,1.0
3387,0.000999000999000999,1.0
3388,0.48951048951048953,1.0
3389,1.0,1.0
3390,1.0,1.0
3391,0.000999000999000999,1.0
3392,1.0,0.000999000999000999
3393,0.4975024975024975,1.0
3394,0.5244755244755245,1.0
3395,0.000999000999000999,1.0
3396,0.000999000999000999,1.0
3397,1.0,1.0
3398,0.000999000999000999,1.0
3399,1.0,1.0
3401,0.02197802197802198,1.0
3402,0.24075924075924077,1.0
3411,1.0,1.0
3439,1.0,1.0
3441,1.0,1.0
3450,0.000999000999000999,1.0
3453,1.0,0.000999000999000999
3488,0.000999000999000999,1.0
3499,1.0,1.0
3510,1.0,1.0
3512,0.5114885114885115,1.0
3517,0.007992007992007992,1.0
3521,0.000999000999000999,1.0
3529,1.0,1.0
3541,0.5014985014985015,1.0
3555,0.000999000999000999,1.0
3574,0.04395604395604396,1.0
3579,0.4965034965034965,1.0
3585,0.000999000999000999,1.0
3586,0.000999000999000999,1.0
3593,0.000999000999000999,1.0
3599,0.000999000999000999,1.0
3609,1.0,1.0
3619,1.0,1.0
3642,1.0,1.0
3652,0.000999000999000999,1.0
3653,0.13986013986013987,1.0
3655,0.000999000999000999,1.0
3656,1.0,1.0
3658,1.0,1.0
3660,1.0,1.0
3661,1.0,1.0
3662,0.000999000999000999,1.0
3663,0.000999000999000999,1.0
3664,1.0,1.0
3665,0.052947052947052944,1.0
3666,1.0,1.0
3667,1.0,1.0
3668,1.0,1.0
3669,1.0,1.0
3670,0.24575424575424576,1.0
3671,0.000999000999000999,1.0
3672,0.21478521478521478,1.0
3673,0.12487512487512488,1.0
3674,1.0,1.0
3676,0.000999000999000999,1.0
3678,1.0,1.0
3680,1.0,1.0
3681,1.0,1.0
3682,1.0,0.000999000999000999
3683,1.0,1.0
3684,1.0,0.000999000999000999
3685,0.000999000999000999,1.0
3686,1.0,1.0
3687,0.000999000999000999,1.0
3688,1.0,1.0
3689,0.000999000999000999,1.0
3690,1.0,0.000999000999000999
3691,0.000999000999000999,1.0
3692,1.0,1.0
3693,1.0,1.0
3694,0.000999000999000999,1.0
3695,1.0,1.0
3696,0.000999000999000999,1.0
3697,0.25674325674325676,1.0
3698,1.0,1.0
3699,0.004995004995004995,1.0
3700,0.5334665334665335,1.0
3701,0.12087912087912088,1.0
3702,1.0,0.000999000999000999
3703,1.0,1.0
3704,0.000999000999000999,1.0
3705,0.4975024975024975,1.0
3706,1.0,1.0
3707,0.7582417582417582,0.7462537462537463
3708,1.0,1.0
3709,0.48151848151848153,1.0
3710,0.000999000999000999,1.0
3711,1.0,1.0
3712,1.0,1.0
3713,1.0,1.0
3714,0.000999000999000999,1.0
3715,1.0,1.0
3716,1.0,1.0
3717,0.01098901098901099,1.0
3718,0.028971028971028972,1.0
3719,0.003996003996003996,1.0
3720,0.000999000999000999,1.0
3721,0.000999000999000999,1.0
3722,1.0,0.000999000999000999
3723,0.2647352647352647,1.0
3724,1.0,1.0
3725,0.01898101898101898,1.0
3726,0.008991008991008992,0.999000999000999
3727,0.000999000999000999,1.0
3728,1.0,0.46853146853146854
3729,1.0,1.0
3730,0.5014985014985015,1.0
3731,0.4965034965034965,1.0
3732,1.0,1.0
3733,0.000999000999000999,1.0
3734,0.985014985014985,0.01998001998001998
3735,0.000999000999000999,1.0
3736,1.0,0.000999000999000999
3737,0.23076923076923078,1.0
3738,0.11588411588411589,1.0
3739,0.000999000999000999,1.0
3740,1.0,1.0
3741,0.000999000999000999,1.0
3742,0.014985014985014986,1.0
3743,1.0,1.0
3744,0.000999000999000999,1.0
3745,0.4865134865134865,1.0
3746,0.000999000999000999,1.0
3747,1.0,0.000999000999000999
