id,pvalue
2045,1.0
2046,1.0
2047,0.00390625
2048,1.0
2049,0.5341796875
2050,1.0
2051,1.0
2052,0.1142578125
2053,0.0009765625
2054,1.0
2055,1.0
2056,0.0009765625
2057,1.0
2058,1.0
2059,1.0
2060,1.0
2061,1.0
2062,1.0
2063,1.0
2064,0.0009765625
2065,1.0
2066,0.0009765625
2067,1.0
2068,1.0
2069,1.0
2070,0.9931640625
2071,1.0
2072,1.0
2073,1.0
2074,1.0
2075,1.0
2076,0.115234375
2078,1.0
2079,1.0
2080,1.0
2081,1.0
2082,1.0
2083,0.509765625
2084,0.0009765625
2085,1.0
2086,1.0
2087,1.0
2088,1.0
2089,1.0
2090,1.0
2091,1.0
2092,1.0
2093,0.0009765625
2095,1.0
2096,1.0
2097,0.5029296875
2098,1.0
2099,1.0
2100,1.0
2101,1.0
2102,1.0
2103,1.0
2104,0.0009765625
2105,1.0
2106,1.0
2107,1.0
2108,1.0
2109,1.0
2110,1.0
2111,1.0
2112,1.0
2117,1.0
2128,1.0
2156,1.0
2158,1.0
2182,0.0009765625
2184,1.0
2187,1.0
2202,0.0009765625
2208,1.0
2218,0.0009765625
2231,1.0
2243,1.0
2244,1.0
2245,0.0009765625
2250,1.0
2259,1.0
2262,1.0
2266,0.0009765625
2278,1.0
2293,1.0
2294,1.0
2298,1.0
2318,1.0
2321,1.0
2347,1.0
2366,1.0
2367,0.0009765625
2368,1.0
2378,1.0
2379,1.0
2381,0.0009765625
2383,0.11328125
2384,1.0
2386,1.0
2387,1.0
2388,1.0
2389,1.0
2390,1.0
2391,0.00390625
2392,1.0
2393,1.0
2394,1.0
2395,1.0
2396,1.0
2397,1.0
2398,1.0
2402,1.0
2403,0.0009765625
2404,1.0
2405,1.0
2408,1.0
2409,1.0
2410,1.0
2411,0.03515625
2412,0.0009765625
2413,1.0
2414,1.0
2415,1.0
2416,0.0009765625
2417,1.0
2418,1.0
2419,0.6357421875
2420,1.0
2421,1.0
2422,0.212890625
2423,1.0
2424,0.00390625
2425,0.0009765625
2426,1.0
2427,1.0
2428,1.0
2429,0.03515625
2430,1.0
2431,1.0
2432,1.0
2433,1.0
2434,1.0
2435,1.0
2436,0.0009765625
2437,0.0009765625
2438,1.0
2439,1.0
2440,1.0
2441,1.0
2442,1.0
2443,0.1064453125
2444,1.0
2445,1.0
2446,1.0
2447,0.0009765625
2448,1.0
2449,1.0
2451,1.0
2452,1.0
2453,1.0
2454,1.0
2455,1.0
2456,1.0
2457,1.0
2458,1.0
2459,1.0
2460,0.0009765625
2461,1.0
2462,1.0
2463,1.0
2464,1.0
2465,1.0
2466,0.0009765625
2467,1.0
2468,1.0
2469,1.0
2471,0.0009765625
2472,0.2578125
2473,1.0
2474,1.0
2475,1.0
2476,1.0
2477,1.0
2478,1.0
2479,0.0380859375
2480,0.0009765625
2481,0.0009765625
2482,0.0009765625
2483,1.0
2484,1.0
2485,0.0009765625
2486,0.0029296875
2487,0.0009765625
2488,1.0
2489,1.0
2490,1.0
2491,1.0
2492,1.0
2493,1.0
2494,1.0
2495,1.0
2496,1.0
2497,1.0
2498,1.0
2499,1.0
2500,1.0
2501,1.0
2502,1.0
2503,1.0
2504,0.0009765625
2505,0.0009765625
2506,1.0
2507,1.0
2508,0.09765625
2509,1.0
2510,1.0
2511,1.0
2512,1.0
2513,0.0009765625
2514,1.0
2515,1.0
2516,1.0
2517,1.0
2518,1.0
2519,1.0
2520,1.0
2521,1.0
2522,1.0
2523,1.0
2524,0.8759765625
2525,0.111328125
2526,0.966796875
2527,0.994140625
2528,1.0
2529,1.0
2530,1.0
2531,1.0
2532,1.0
2533,1.0
2534,1.0
2535,1.0
2536,1.0
2537,0.0859375
2538,1.0
2539,1.0
2540,1.0
2541,1.0
2542,1.0
2543,1.0
2544,0.109375
2545,1.0
2546,0.0380859375
2547,1.0
2548,1.0
2549,0.0009765625
2550,1.0
2551,0.0009765625
2552,1.0
2553,1.0
2554,1.0
2555,1.0
2556,1.0
2557,1.0
2558,1.0
2559,1.0
2560,1.0
2561,1.0
2562,1.0
2563,1.0
2564,1.0
2565,0.0009765625
2566,1.0
2567,0.0009765625
2568,0.966796875
2569,1.0
2570,1.0
2571,1.0
2572,1.0
2573,1.0
2574,1.0
2575,0.0009765625
2576,1.0
2577,0.0322265625
2578,0.0009765625
2579,1.0
2580,1.0
2581,1.0
2582,0.0009765625
2583,1.0
2584,1.0
2585,0.0009765625
2586,1.0
2588,0.2294921875
2589,1.0
2590,1.0
2591,1.0
2592,1.0
2593,1.0
2594,1.0
2595,1.0
2596,1.0
2597,0.0009765625
2598,1.0
2599,0.0009765625
2600,1.0
2601,1.0
2602,1.0
2603,1.0
2604,1.0
2605,1.0
2606,1.0
2607,1.0
2608,0.0009765625
2609,1.0
2610,1.0
2611,1.0
2612,1.0
2613,1.0
2614,1.0
2615,1.0
2616,1.0
2617,1.0
2618,0.0009765625
2619,1.0
2620,1.0
2621,1.0
2622,0.0458984375
2623,1.0
2624,1.0
2625,1.0
2626,1.0
2627,1.0
2628,0.03515625
2629,0.0009765625
2630,1.0
2979,1.0
3098,1.0
3102,1.0
3141,1.0
3173,0.072265625
3200,1.0
3206,1.0
3248,1.0
3256,0.0322265625
3262,1.0
3271,0.0009765625
3296,1.0
3297,0.0009765625
3298,1.0
3299,1.0
3300,1.0
3301,0.0908203125
3302,1.0
3303,1.0
3304,1.0
3305,1.0
3306,1.0
3307,1.0
3308,1.0
3309,1.0
3310,1.0
3311,1.0
3314,0.0009765625
3315,0.0009765625
3316,1.0
3317,1.0
3318,1.0
3319,1.0
3320,1.0
3321,0.7265625
3322,0.111328125
3323,0.0009765625
3324,1.0
3325,1.0
3326,1.0
3327,0.0009765625
3328,1.0
3329,0.0009765625
3330,1.0
3331,1.0
3332,1.0
3334,1.0
3335,0.111328125
3336,0.0009765625
3337,1.0
3338,1.0
3339,0.1142578125
3340,1.0
3341,1.0
3342,1.0
3343,1.0
3344,1.0
3345,1.0
3346,0.0009765625
3347,1.0
3348,1.0
3349,0.0009765625
3350,0.1728515625
3351,0.1240234375
3352,1.0
3353,1.0
3354,0.111328125
3355,0.861328125
3356,1.0
3357,1.0
3358,1.0
3359,1.0
3360,0.1142578125
3361,1.0
3362,1.0
3363,0.0009765625
3364,1.0
3365,1.0
3366,1.0
3367,1.0
3368,1.0
3369,0.0009765625
3370,1.0
3371,1.0
3372,1.0
3373,1.0
3374,1.0
3375,1.0
3376,0.0009765625
3377,1.0
3378,1.0
3379,1.0
3380,1.0
3381,0.0009765625
3382,0.5458984375
3383,1.0
3384,1.0
3385,1.0
3386,1.0
3387,1.0
3388,1.0
3389,1.0
3390,1.0
3391,1.0
3392,1.0
3393,1.0
3394,1.0
3395,1.0
3396,1.0
3397,1.0
3398,1.0
3399,1.0
3401,1.0
3402,1.0
3411,1.0
3439,1.0
3441,1.0
3450,0.0078125
3453,1.0
3488,1.0
3499,0.0009765625
3510,1.0
3512,1.0
3517,1.0
3521,1.0
3529,1.0
3541,1.0
3555,0.0009765625
3574,1.0
3579,0.0009765625
3585,0.0009765625
3586,1.0
3593,1.0
3599,1.0
3609,1.0
3619,0.0009765625
3642,1.0
3652,1.0
3653,1.0
3655,1.0
3656,1.0
3658,1.0
3660,1.0
3661,1.0
3662,1.0
3663,1.0
3664,0.0009765625
3665,1.0
3666,1.0
3667,0.0380859375
3668,1.0
3669,1.0
3670,0.0009765625
3671,0.0009765625
3672,1.0
3673,1.0
3674,0.00390625
3676,1.0
3678,1.0
3680,1.0
3681,1.0
3682,0.0009765625
3683,1.0
3684,1.0
3685,0.0009765625
3686,1.0
3687,1.0
3688,0.892578125
3689,1.0
3690,0.1240234375
3691,1.0
3692,1.0
3693,1.0
3694,1.0
3695,1.0
3696,1.0
3697,1.0
3698,0.0009765625
3699,0.1142578125
3700,1.0
3701,1.0
3702,0.013671875
3703,1.0
3704,1.0
3705,1.0
3706,1.0
3707,1.0
3708,1.0
3709,1.0
3710,0.0009765625
3711,1.0
3712,1.0
3713,1.0
3714,0.0009765625
3715,0.03515625
3716,1.0
3717,0.0009765625
3718,1.0
3719,1.0
3720,1.0
3721,1.0
3722,0.0009765625
3723,1.0
3724,1.0
3725,1.0
3726,0.0009765625
3727,1.0
3728,1.0
3729,1.0
3730,0.0009765625
3731,1.0
3732,1.0
3733,0.0263671875
3734,1.0
3735,1.0
3736,1.0
3737,1.0
3738,1.0
3739,1.0
3740,1.0
3741,1.0
3742,1.0
3743,1.0
3744,0.0009765625
3745,1.0
3746,0.0009765625
3747,1.0
3748,1.0
3749,0.0009765625
3750,1.0
3751,1.0
3752,1.0
3753,1.0
3754,0.3125
3755,1.0
3756,0.30859375
3757,1.0
3758,1.0
3759,0.0009765625
3760,1.0
3761,0.4248046875
3762,1.0
3763,1.0
3764,1.0
3765,1.0
3766,1.0
3767,1.0
3768,1.0
3769,1.0
3770,1.0
3771,1.0
3772,1.0
3773,1.0
3774,1.0
3775,1.0
3776,1.0
3777,1.0
3778,0.1142578125
3779,1.0
3780,1.0
3781,1.0
3782,1.0
3783,1.0
3784,1.0
3785,0.0009765625
3786,1.0
3787,1.0
3788,0.0009765625
3789,0.0009765625
3790,1.0
3791,1.0
3792,1.0
3793,1.0
3794,1.0
3795,0.498046875
3796,1.0
3797,1.0
3798,1.0
3799,0.0908203125
3800,1.0
3801,0.9873046875
3802,1.0
3803,1.0
3804,1.0
3805,0.0009765625
3806,1.0
3807,0.9794921875
3810,1.0
3811,1.0
3812,1.0
3813,1.0
3814,0.0009765625
3815,1.0
3817,1.0
3818,1.0
3819,1.0
3820,1.0
3821,1.0
3822,1.0
3823,1.0
3824,1.0
3825,1.0
3826,1.0
3827,1.0
3828,1.0
3829,1.0
3830,0.1142578125
3831,1.0
3832,1.0
3833,1.0
3834,1.0
3835,0.0009765625
3836,0.3232421875
3837,1.0
3838,1.0
3839,1.0
3840,1.0
3841,1.0
3842,1.0
3843,1.0
3844,1.0
3845,0.2626953125
3846,1.0
3847,1.0
3848,1.0
3849,0.0009765625
3850,1.0
3851,0.0048828125
3852,0.0009765625
3853,0.03515625
3854,1.0
3855,0.09375
3856,1.0
3857,0.0908203125
3858,1.0
3859,1.0
3860,1.0
3861,1.0
3862,1.0
3863,1.0
3864,0.03515625
3865,1.0
3866,1.0
3867,0.8759765625
3868,1.0
3869,1.0
3870,1.0
3871,1.0
3872,0.0009765625
3873,0.0009765625
3874,1.0
3875,1.0
3876,1.0
3877,1.0
3878,1.0
3879,1.0
3880,0.7080078125
3881,1.0
3882,1.0
3883,1.0
3884,1.0
3885,1.0
3886,1.0
3887,1.0
3888,1.0
3889,1.0
3890,1.0
3891,1.0
3892,1.0
4281,1.0
4433,1.0
4442,1.0
4449,1.0
4530,1.0
4535,1.0
4536,0.0009765625
4538,1.0
4562,1.0
4564,1.0
4570,1.0
4581,1.0
4585,0.9453125
4589,1.0
4594,0.6083984375
4596,0.640625
4597,1.0
4598,1.0
4599,1.0
4600,1.0
4601,1.0
4603,1.0
4604,1.0
4605,0.1142578125
4606,1.0
4607,1.0
4608,1.0
4609,1.0
4610,1.0
4611,1.0
4612,1.0
4613,1.0
4614,1.0
4615,1.0
4616,1.0
4617,1.0
4618,1.0
4619,1.0
4620,1.0
4621,1.0
4622,1.0
4623,0.0712890625
4624,0.892578125
4626,1.0
4627,0.0009765625
4628,1.0
4629,1.0
4630,1.0
4631,1.0
4632,0.00390625
4633,1.0
4634,0.0009765625
4635,1.0
4636,1.0
4637,1.0
4638,1.0
4639,0.0009765625
4640,1.0
4641,1.0
4642,1.0
4643,1.0
4644,1.0
4645,1.0
4646,0.0009765625
4647,0.1142578125
4648,0.490234375
4649,0.00390625
4650,1.0
4651,0.0009765625
4652,1.0
4653,1.0
4654,1.0
4655,1.0
4656,0.0009765625
4657,1.0
4658,1.0
4659,1.0
4660,1.0
4661,0.498046875
4662,1.0
4663,1.0
4664,1.0
4665,0.6103515625
4666,0.3603515625
4667,1.0
4668,0.0009765625
4669,1.0
4670,1.0
4671,1.0
4672,1.0
4673,1.0
4674,1.0
4675,1.0
4676,1.0
4677,1.0
4678,1.0
4679,1.0
4680,1.0
4681,1.0
4682,0.00390625
4683,1.0
4684,1.0
4685,1.0
4686,1.0
4687,1.0
4688,1.0
4689,0.0009765625
4709,1.0
4724,0.0009765625
4729,1.0
4730,0.0009765625
4760,1.0
4766,1.0
4794,1.0
4795,1.0
4797,1.0
4803,0.2958984375
4813,0.0009765625
4819,1.0
4825,0.0009765625
4833,0.0009765625
4860,1.0
4865,1.0
4900,1.0
4910,1.0
4918,0.0009765625
4926,1.0
4934,1.0
4938,1.0
4950,1.0
4954,1.0
4955,1.0
4956,1.0
4957,1.0
4960,0.125
4961,1.0
4962,1.0
4963,1.0
4964,1.0
4965,1.0
4966,1.0
4967,1.0
4968,1.0
4969,0.1162109375
4970,0.0009765625
4971,0.1064453125
4972,1.0
4973,1.0
4974,1.0
4975,1.0
4978,1.0
4979,1.0
4980,1.0
4981,1.0
4984,1.0
4985,1.0
4986,1.0
4987,1.0
4988,1.0
4989,1.0
4990,0.0419921875
4991,1.0
4992,1.0
4993,0.0009765625
4994,1.0
4995,0.1728515625
4996,1.0
4997,0.5537109375
4998,1.0
4999,0.0009765625
5000,1.0
5001,1.0
5002,1.0
5003,1.0
5004,0.1220703125
5005,0.0009765625
5006,1.0
5007,1.0
5008,1.0
5009,1.0
5010,1.0
5011,1.0
5012,1.0
5013,0.0009765625
5014,1.0
5015,1.0
5016,0.646484375
5017,0.0009765625
5018,1.0
5019,0.1142578125
5020,1.0
5021,1.0
5022,1.0
5023,0.0009765625
5024,0.0009765625
5025,0.0009765625
5026,0.0009765625
5027,1.0
5028,1.0
5029,1.0
5030,1.0
5031,1.0
5032,1.0
5033,0.00390625
5034,1.0
5035,1.0
5036,1.0
5037,1.0
5038,1.0
5039,1.0
5040,0.0009765625
5041,1.0
5042,1.0
5043,0.0009765625
5044,1.0
5045,0.0009765625
5046,0.1640625
5047,1.0
5048,0.2626953125
5049,0.953125
5050,1.0
5051,1.0
5052,1.0
5053,0.10546875
5054,1.0
5055,1.0
5056,0.0009765625
5057,0.0185546875
5058,1.0
5059,0.0009765625
5060,1.0
5061,1.0
5062,0.70703125
5063,0.8134765625
5064,0.7529296875
5065,1.0
5066,1.0
5067,1.0
5068,1.0
5069,1.0
5070,1.0
5071,1.0
5072,0.0009765625
5073,1.0
5074,1.0
5075,0.0009765625
5076,1.0
5077,1.0
5078,1.0
5079,0.6083984375
5080,0.0009765625
5081,0.0029296875
5082,1.0
5083,1.0
5084,1.0
5085,1.0
5086,1.0
5087,1.0
5088,1.0
5089,1.0
5090,1.0
5091,1.0
5092,1.0
5093,0.0009765625
5094,1.0
5095,1.0
5096,1.0
5097,1.0
5098,1.0
5099,1.0
5100,0.11328125
5101,1.0
5102,1.0
5103,1.0
5104,1.0
5105,1.0
5106,1.0
5107,1.0
5108,0.0009765625
5109,1.0
5110,1.0
5111,1.0
5112,0.3134765625
5113,1.0
5114,1.0
5115,1.0
5116,1.0
5117,0.0009765625
5118,0.0009765625
5119,1.0
5120,0.0009765625
5121,1.0
5122,1.0
5123,0.0009765625
5124,0.0009765625
5125,0.0009765625
5126,1.0
5127,1.0
5128,1.0
5129,0.0009765625
5130,1.0
5131,1.0
5132,1.0
5133,1.0
5134,1.0
5135,1.0
5136,1.0
5137,0.0009765625
5138,0.1162109375
5139,1.0
5140,1.0
5141,1.0
5142,1.0
5143,1.0
5144,1.0
5145,1.0
5146,1.0
5147,1.0
5148,1.0
5149,1.0
5150,1.0
5151,1.0
5152,0.0009765625
5153,1.0
5154,0.08203125
5155,1.0
5156,1.0
5157,0.0009765625
5158,1.0
5159,1.0
5160,0.919921875
5161,1.0
5162,1.0
5163,0.0009765625
5164,0.0009765625
5165,1.0
5166,1.0
5167,1.0
5168,1.0
5169,1.0
5170,1.0
5171,0.0009765625
5172,1.0
5173,0.8759765625
5174,1.0
5175,0.0009765625
5176,1.0
5177,1.0
5178,1.0
5179,1.0
5180,1.0
5181,1.0
5182,1.0
5183,1.0
5184,1.0
5185,1.0
5186,0.00390625
5187,1.0
5188,0.0009765625
5189,1.0
5190,1.0
5191,1.0
5192,0.0009765625
5193,0.0009765625
5194,1.0
5195,1.0
5196,0.0009765625
5197,0.03515625
5198,0.7841796875
5199,0.0009765625
5453,1.0
5718,1.0
5771,1.0
5782,1.0
5788,1.0
5789,1.0
5791,1.0
5816,0.0009765625
5827,1.0
5844,0.00390625
5848,0.0009765625
5849,1.0
5850,1.0
5851,1.0
5852,1.0
5853,1.0
5854,1.0
5855,0.28125
5856,1.0
5857,0.0009765625
5858,1.0
5859,1.0
5860,1.0
5861,1.0
5862,1.0
5863,1.0
5865,1.0
5866,1.0
5867,0.0009765625
5868,1.0
5869,1.0
5870,1.0
5871,1.0
5872,1.0
5873,0.056640625
5874,1.0
5875,1.0
5876,1.0
5877,0.1142578125
5878,1.0
5879,1.0
5880,0.0009765625
5881,1.0
5882,1.0
5883,1.0
5884,1.0
5885,1.0
5886,0.0009765625
5887,1.0
5888,1.0
5889,1.0
5890,1.0
5891,1.0
5892,0.0458984375
5893,1.0
5894,1.0
5895,0.00390625
5896,1.0
5897,1.0
5898,1.0
5899,1.0
5900,1.0
5901,1.0
5902,1.0
5903,1.0
5904,0.6416015625
5905,1.0
5906,0.1142578125
5907,1.0
5908,1.0
5909,0.314453125
5910,1.0
5911,1.0
5913,1.0
5914,1.0
5915,1.0
5916,1.0
5917,1.0
5918,1.0
5919,1.0
5920,1.0
5921,1.0
5922,0.00390625
5923,1.0
5924,1.0
5925,0.0322265625
5926,1.0
5927,1.0
5928,1.0
5929,1.0
5930,0.0009765625
5931,1.0
5932,1.0
5933,1.0
5934,0.0009765625
5935,1.0
5936,1.0
5937,1.0
5938,0.341796875
5939,1.0
5940,1.0
5941,1.0
5942,0.01171875
5943,0.0009765625
5944,1.0
5945,1.0
5946,1.0
5947,1.0
5948,1.0
5949,1.0
5950,0.0009765625
5951,1.0
5952,1.0
5953,1.0
5954,0.03515625
5956,1.0
5957,0.0009765625
5959,0.0009765625
5960,1.0
5961,1.0
5962,0.00390625
5966,1.0
5967,0.0009765625
5978,1.0
5986,0.046875
5987,1.0
5994,1.0
5997,1.0
6007,1.0
6017,1.0
6030,1.0
6033,1.0
6053,1.0
6069,0.2705078125
6088,1.0
6093,1.0
6095,1.0
6103,0.2626953125
6126,1.0
6133,0.0009765625
6139,1.0
6142,1.0
6148,0.0009765625
6152,1.0
6153,1.0
6158,1.0
6184,1.0
6187,0.3857421875
6203,0.0009765625
6207,1.0
6216,1.0
6218,1.0
6220,0.3232421875
6221,1.0
6222,1.0
6224,1.0
6225,1.0
6226,1.0
6227,1.0
6228,1.0
6229,0.9873046875
6230,1.0
6231,1.0
6232,1.0
6233,0.0009765625
6234,1.0
6235,1.0
6236,1.0
6237,1.0
6239,1.0
6240,1.0
6241,1.0
6242,1.0
6243,1.0
6244,1.0
6245,1.0
6246,1.0
6247,1.0
6248,1.0
6249,1.0
6250,1.0
6251,1.0
6252,1.0
6253,1.0
6254,1.0
6255,1.0
6256,1.0
6257,1.0
6258,1.0
6259,1.0
6260,1.0
6261,1.0
6262,1.0
6263,1.0
6264,0.837890625
6265,1.0
6266,1.0
6267,1.0
6268,1.0
6269,0.0009765625
6270,0.0009765625
6271,0.0009765625
6272,1.0
6273,1.0
6274,1.0
6275,1.0
6276,1.0
6277,0.1142578125
6278,1.0
6279,1.0
6280,0.0048828125
6281,1.0
6282,1.0
6283,1.0
6284,1.0
6285,1.0
6286,1.0
6287,1.0
6288,0.0009765625
6289,1.0
6290,1.0
6291,1.0
6292,1.0
6293,1.0
6294,1.0
6295,1.0
6296,1.0
6297,1.0
6298,1.0
6299,1.0
6300,1.0
6301,0.0009765625
6302,0.009765625
6303,1.0
6304,1.0
6305,0.0009765625
6306,1.0
6307,1.0
6308,1.0
6309,1.0
6310,1.0
6311,1.0
6312,0.3759765625
6313,1.0
6314,1.0
6315,0.0009765625
6316,1.0
6317,0.0009765625
6318,1.0
6319,1.0
6320,1.0
6321,1.0
6322,0.0009765625
6323,1.0
6324,1.0
6325,1.0
6326,0.0009765625
6327,1.0
6328,1.0
6329,1.0
6330,0.1142578125
6331,1.0
6332,0.044921875
6333,1.0
6334,0.0009765625
6335,1.0
6336,1.0
6337,1.0
6338,1.0
6339,1.0
6340,1.0
6341,1.0
6342,0.0009765625
6343,1.0
6345,0.0009765625
6346,1.0
6347,1.0
6348,0.0009765625
6349,1.0
6350,1.0
6351,1.0
6352,1.0
6353,1.0
6354,0.0009765625
6355,0.005859375
6356,0.9873046875
6357,0.0009765625
6359,1.0
6360,0.650390625
6361,0.7734375
6362,1.0
6363,1.0
6364,1.0
6365,1.0
6366,1.0
6367,1.0
6368,1.0
6369,1.0
6370,1.0
6371,1.0
6372,1.0
6373,1.0
6375,1.0
6376,1.0
6377,1.0
6378,1.0
6379,0.4873046875
6380,1.0
6381,1.0
6382,1.0
6383,1.0
