id,pvalue,decission,means,vertex_class
1311,1.0,undecided,0.0,undecided
1312,1.0,undecided,0.05924170616113744,undecided
1313,0.0029296875,decided,-0.002369668246445498,deep
1314,1.0,undecided,-0.0071090047393364926,undecided
1315,1.0,undecided,0.0,undecided
1316,1.0,undecided,-0.002369668246445498,undecided
1317,1.0,undecided,-0.0924170616113744,undecided
1318,0.0009765625,decided,-0.0071090047393364926,deep
1319,1.0,undecided,0.0,undecided
1320,1.0,undecided,-0.014218009478672985,undecided
1321,1.0,undecided,0.0,undecided
1322,1.0,undecided,-0.002369668246445498,undecided
1323,1.0,undecided,-0.045023696682464455,undecided
1324,1.0,undecided,0.0,undecided
1325,1.0,undecided,-0.035545023696682464,undecided
1327,0.0009765625,decided,-0.0071090047393364926,deep
1328,1.0,undecided,0.0,undecided
1329,1.0,undecided,-0.002369668246445498,undecided
1330,0.0029296875,decided,0.8696682464454977,shallow
1707,1.0,undecided,0.0,undecided
1833,1.0,undecided,-0.002369668246445498,undecided
1874,1.0,undecided,0.0,undecided
1875,1.0,undecided,0.0,undecided
1912,1.0,undecided,0.0,undecided
1921,1.0,undecided,-0.023696682464454975,undecided
1930,1.0,undecided,0.0,undecided
1938,1.0,undecided,0.0,undecided
1940,1.0,undecided,0.0,undecided
1944,1.0,undecided,0.0,undecided
1956,1.0,undecided,0.0,undecided
1958,1.0,undecided,0.0,undecided
1965,1.0,undecided,0.002369668246445498,undecided
1978,1.0,undecided,-0.054502369668246446,undecided
1980,1.0,undecided,0.0,undecided
1984,1.0,undecided,0.0,undecided
1985,1.0,undecided,-0.002369668246445498,undecided
1991,1.0,undecided,0.0,undecided
1993,0.0009765625,decided,-0.030805687203791468,deep
1995,1.0,undecided,-0.02132701421800948,undecided
1996,1.0,undecided,0.0,undecided
1997,1.0,undecided,0.0,undecided
1998,1.0,undecided,0.0,undecided
1999,0.0009765625,decided,-0.10426540284360192,deep
2000,1.0,undecided,-0.0071090047393364926,undecided
2001,1.0,undecided,-0.011848341232227487,undecided
2002,1.0,undecided,-0.026066350710900472,undecided
2003,0.0009765625,decided,-0.026066350710900472,deep
2004,1.0,undecided,0.0,undecided
2005,1.0,undecided,0.0,undecided
2006,1.0,undecided,-0.002369668246445498,undecided
2007,1.0,undecided,0.0,undecided
2008,1.0,undecided,-0.06398104265402843,undecided
2009,1.0,undecided,0.0,undecided
2010,1.0,undecided,0.0,undecided
2011,1.0,undecided,-0.014218009478672985,undecided
2012,1.0,undecided,0.0,undecided
2013,1.0,undecided,0.0,undecided
2014,1.0,undecided,0.0,undecided
2015,1.0,undecided,-0.016587677725118485,undecided
2016,1.0,undecided,-0.08530805687203792,undecided
2017,1.0,undecided,0.0,undecided
2018,1.0,undecided,-0.002369668246445498,undecided
2019,1.0,undecided,-0.002369668246445498,undecided
2020,1.0,undecided,0.0,undecided
2021,1.0,undecided,-0.02132701421800948,undecided
2022,1.0,undecided,0.0,undecided
2023,1.0,undecided,0.0,undecided
2024,1.0,undecided,-0.11137440758293839,undecided
2025,1.0,undecided,-0.04976303317535545,undecided
2026,1.0,undecided,0.0,undecided
2027,1.0,undecided,0.0,undecided
2028,1.0,undecided,0.0,undecided
2029,1.0,undecided,0.0,undecided
2030,1.0,undecided,-0.002369668246445498,undecided
2031,1.0,undecided,0.0,undecided
2032,1.0,undecided,-0.011848341232227487,undecided
2033,1.0,undecided,0.0,undecided
2034,1.0,undecided,0.0,undecided
2035,1.0,undecided,0.0,undecided
2036,1.0,undecided,0.0,undecided
2037,1.0,undecided,0.0,undecided
2038,1.0,undecided,0.0,undecided
2039,1.0,undecided,-0.014218009478672985,undecided
2041,1.0,undecided,-0.002369668246445498,undecided
2042,0.0009765625,decided,0.3767772511848341,shallow
2043,1.0,undecided,0.0,undecided
2044,1.0,undecided,0.0,undecided
2045,1.0,undecided,0.0,undecided
2046,1.0,undecided,0.0,undecided
2047,1.0,undecided,0.0,undecided
2048,1.0,undecided,-0.12559241706161137,undecided
2049,1.0,undecided,0.0,undecided
2050,1.0,undecided,0.0,undecided
2051,1.0,undecided,-0.018957345971563982,undecided
2052,1.0,undecided,0.0,undecided
2053,1.0,undecided,-0.02132701421800948,undecided
2054,1.0,undecided,-0.04976303317535545,undecided
2055,1.0,undecided,-0.004739336492890996,undecided
2056,1.0,undecided,0.0,undecided
2057,1.0,undecided,-0.002369668246445498,undecided
2058,1.0,undecided,-0.023696682464454975,undecided
2059,0.0029296875,decided,-0.009478672985781995,deep
2060,1.0,undecided,0.0,undecided
2061,0.0009765625,decided,-0.0924170616113744,deep
2062,1.0,undecided,0.0,undecided
2063,1.0,undecided,0.0,undecided
2064,1.0,undecided,0.0,undecided
2065,1.0,undecided,0.021327014218009477,undecided
2066,1.0,undecided,0.0,undecided
2067,1.0,undecided,0.0,undecided
2068,1.0,undecided,-0.1943127962085308,undecided
2069,1.0,undecided,0.0,undecided
2070,1.0,undecided,-0.009478672985781991,undecided
2071,1.0,undecided,-0.02132701421800948,undecided
2072,1.0,undecided,0.0,undecided
2073,1.0,undecided,-0.2109004739336493,undecided
2074,1.0,undecided,-0.035545023696682464,undecided
