id,pvalue,decission,means,vertex_class
2055,1.0,undecided,0.0,undecided
2056,1.0,undecided,0.0,undecided
2057,1.0,undecided,0.0,undecided
2058,1.0,undecided,0.0,undecided
2059,1.0,undecided,0.0,undecided
2060,1.0,undecided,0.0,undecided
2061,1.0,undecided,0.0,undecided
2062,1.0,undecided,0.0,undecided
2063,1.0,undecided,0.0,undecided
2064,1.0,undecided,0.0,undecided
2065,1.0,undecided,0.0,undecided
2066,1.0,undecided,0.0,undecided
2067,1.0,undecided,-0.0022935779816513763,undecided
2068,1.0,undecided,0.0,undecided
2069,1.0,undecided,0.0,undecided
2070,1.0,undecided,0.0,undecided
2071,1.0,undecided,0.0,undecided
2072,1.0,undecided,0.0,undecided
2073,1.0,undecided,0.0,undecided
2074,1.0,undecided,0.0,undecided
2075,1.0,undecided,0.0,undecided
2076,1.0,undecided,0.0,undecided
2078,1.0,undecided,0.0,undecided
2079,1.0,undecided,0.0,undecided
2080,1.0,undecided,0.0,undecided
2081,1.0,undecided,0.0,undecided
2082,1.0,undecided,0.0,undecided
2083,1.0,undecided,0.0,undecided
2084,1.0,undecided,0.0,undecided
2085,1.0,undecided,0.0,undecided
2086,1.0,undecided,0.0,undecided
2087,1.0,undecided,0.0,undecided
2088,1.0,undecided,0.0,undecided
2089,1.0,undecided,0.0,undecided
2090,1.0,undecided,0.0,undecided
2091,1.0,undecided,0.0,undecided
2092,1.0,undecided,0.0,undecided
2093,1.0,undecided,0.0,undecided
2095,1.0,undecided,0.0,undecided
2096,1.0,undecided,0.0,undecided
2097,1.0,undecided,0.0,undecided
2098,1.0,undecided,0.0,undecided
2099,1.0,undecided,0.0,undecided
2100,1.0,undecided,0.0,undecided
2101,1.0,undecided,0.0,undecided
2102,1.0,undecided,0.0,undecided
2103,1.0,undecided,0.0,undecided
2104,1.0,undecided,0.0,undecided
2105,1.0,undecided,0.0,undecided
2106,1.0,undecided,0.0,undecided
2107,1.0,undecided,0.0,undecided
2108,1.0,undecided,0.0,undecided
2109,1.0,undecided,0.0,undecided
2110,1.0,undecided,0.0,undecided
2111,1.0,undecided,0.0,undecided
2112,1.0,undecided,0.0,undecided
2117,1.0,undecided,0.0,undecided
2128,1.0,undecided,0.0,undecided
2156,1.0,undecided,0.0,undecided
2158,1.0,undecided,0.0,undecided
2182,1.0,undecided,0.0,undecided
2184,1.0,undecided,0.0,undecided
2187,1.0,undecided,0.0,undecided
2202,1.0,undecided,0.0,undecided
2208,1.0,undecided,0.0,undecided
2218,1.0,undecided,0.0,undecided
2231,1.0,undecided,0.0,undecided
2243,1.0,undecided,0.0,undecided
2244,1.0,undecided,0.0,undecided
2245,1.0,undecided,0.0,undecided
2250,1.0,undecided,0.0,undecided
2259,1.0,undecided,0.0,undecided
2262,1.0,undecided,0.0,undecided
2266,1.0,undecided,0.0,undecided
2278,1.0,undecided,0.0,undecided
2293,1.0,undecided,0.0,undecided
2294,1.0,undecided,0.0,undecided
2298,1.0,undecided,0.0,undecided
2318,1.0,undecided,0.0,undecided
2321,1.0,undecided,0.0,undecided
2347,1.0,undecided,0.0,undecided
2366,1.0,undecided,0.0,undecided
2367,1.0,undecided,0.0,undecided
2368,1.0,undecided,0.0,undecided
2378,1.0,undecided,0.0,undecided
2379,1.0,undecided,-0.0022935779816513763,undecided
2381,1.0,undecided,0.0,undecided
2383,1.0,undecided,0.0,undecided
2384,1.0,undecided,0.0,undecided
2386,1.0,undecided,0.0,undecided
2387,1.0,undecided,-0.0022935779816513763,undecided
2388,1.0,undecided,0.0,undecided
2389,1.0,undecided,0.0,undecided
2390,1.0,undecided,0.0,undecided
2391,1.0,undecided,0.0,undecided
2392,1.0,undecided,0.0,undecided
2393,1.0,undecided,0.0,undecided
2394,1.0,undecided,0.0,undecided
2395,1.0,undecided,0.0,undecided
2396,1.0,undecided,0.0,undecided
2397,1.0,undecided,0.0,undecided
2398,1.0,undecided,0.0,undecided
2402,1.0,undecided,0.0,undecided
2403,1.0,undecided,0.0,undecided
2404,1.0,undecided,0.0,undecided
2405,1.0,undecided,0.0,undecided
2408,1.0,undecided,0.0,undecided
2409,1.0,undecided,0.0,undecided
2410,1.0,undecided,0.0,undecided
2411,1.0,undecided,0.0,undecided
2412,1.0,undecided,0.0,undecided
2413,1.0,undecided,0.0,undecided
2414,1.0,undecided,0.0,undecided
2415,1.0,undecided,0.0,undecided
2416,1.0,undecided,0.0,undecided
2417,1.0,undecided,0.0,undecided
2418,1.0,undecided,0.0,undecided
2419,1.0,undecided,0.0,undecided
2420,1.0,undecided,0.0,undecided
2421,1.0,undecided,0.0,undecided
2422,1.0,undecided,0.0,undecided
2423,1.0,undecided,0.0,undecided
2424,1.0,undecided,0.0,undecided
2425,1.0,undecided,0.0,undecided
2426,1.0,undecided,0.0,undecided
2427,1.0,undecided,0.0,undecided
2428,1.0,undecided,0.0,undecided
2429,1.0,undecided,0.0,undecided
2430,1.0,undecided,0.0,undecided
2431,1.0,undecided,0.0,undecided
2432,1.0,undecided,0.0,undecided
2433,1.0,undecided,0.0,undecided
2434,1.0,undecided,0.0,undecided
2435,1.0,undecided,0.0,undecided
2436,1.0,undecided,0.0,undecided
2437,1.0,undecided,0.0,undecided
2438,1.0,undecided,0.0,undecided
2439,1.0,undecided,0.0,undecided
2440,1.0,undecided,0.0,undecided
2441,1.0,undecided,0.0,undecided
2442,1.0,undecided,0.0,undecided
2443,1.0,undecided,0.0,undecided
2444,1.0,undecided,0.0,undecided
2445,1.0,undecided,0.0,undecided
2446,1.0,undecided,0.0,undecided
2447,1.0,undecided,0.0,undecided
2448,1.0,undecided,0.0,undecided
2449,1.0,undecided,0.0,undecided
2451,1.0,undecided,0.0,undecided
2452,1.0,undecided,0.0,undecided
2453,1.0,undecided,0.0,undecided
2454,1.0,undecided,0.0,undecided
2455,1.0,undecided,0.0,undecided
2456,1.0,undecided,0.0,undecided
2457,1.0,undecided,0.0,undecided
2458,1.0,undecided,0.0,undecided
2459,1.0,undecided,0.0,undecided
2460,1.0,undecided,0.0,undecided
2461,1.0,undecided,0.0,undecided
2462,1.0,undecided,0.0,undecided
2463,1.0,undecided,0.0,undecided
2464,1.0,undecided,0.0,undecided
2465,1.0,undecided,0.0,undecided
2466,1.0,undecided,0.0,undecided
2467,1.0,undecided,0.0,undecided
2468,1.0,undecided,0.0,undecided
2469,1.0,undecided,0.0,undecided
2471,1.0,undecided,0.0,undecided
2472,1.0,undecided,-0.0022935779816513763,undecided
2473,1.0,undecided,0.0,undecided
2474,1.0,undecided,0.0,undecided
2475,1.0,undecided,0.0,undecided
2476,1.0,undecided,0.0,undecided
2477,1.0,undecided,0.0,undecided
2478,1.0,undecided,0.0,undecided
2479,1.0,undecided,0.0,undecided
2480,1.0,undecided,0.0,undecided
2481,1.0,undecided,0.0,undecided
2482,1.0,undecided,0.0,undecided
2483,1.0,undecided,0.0,undecided
2484,1.0,undecided,0.0,undecided
2485,1.0,undecided,0.0,undecided
2486,1.0,undecided,0.0,undecided
2487,1.0,undecided,0.0,undecided
2488,1.0,undecided,0.0,undecided
2489,1.0,undecided,0.0,undecided
2490,1.0,undecided,0.0,undecided
2491,1.0,undecided,0.0,undecided
2492,1.0,undecided,0.0,undecided
2493,1.0,undecided,0.0,undecided
2494,1.0,undecided,0.0,undecided
2495,1.0,undecided,0.0,undecided
2496,1.0,undecided,0.0,undecided
2497,1.0,undecided,0.0,undecided
2498,1.0,undecided,0.0,undecided
2499,1.0,undecided,0.0,undecided
2500,1.0,undecided,0.0,undecided
2501,1.0,undecided,0.0,undecided
2502,1.0,undecided,0.0,undecided
2503,1.0,undecided,0.0,undecided
2504,1.0,undecided,0.0,undecided
2505,1.0,undecided,0.0,undecided
2506,1.0,undecided,0.0,undecided
2507,1.0,undecided,0.0,undecided
2508,1.0,undecided,0.0,undecided
2509,1.0,undecided,0.0,undecided
2510,1.0,undecided,0.0,undecided
2511,1.0,undecided,0.0,undecided
2512,1.0,undecided,0.0,undecided
2513,1.0,undecided,0.0,undecided
2514,1.0,undecided,0.0,undecided
2515,1.0,undecided,0.0,undecided
2516,1.0,undecided,0.0,undecided
2517,1.0,undecided,0.0,undecided
2518,1.0,undecided,0.0,undecided
2519,1.0,undecided,0.0,undecided
2520,1.0,undecided,0.0,undecided
2521,1.0,undecided,0.0,undecided
2522,1.0,undecided,0.0,undecided
2523,1.0,undecided,0.0,undecided
2524,1.0,undecided,0.0,undecided
